state_time,loop_time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,motor_angle,motor_velocity,motor_current,hip_angle,hip_velocity,hip_torque_from_current,did_heel_strike,gait_phase,did_toe_off,commanded_current,commanded_position,commanded_torque,temperature
703.782,0.00499606,0.020751953,1.002685547,-0.073730469,-2.442748092,0.366412214,1.282442748,30607,3,65,-0.439941406,18.37557878,0.142499265,FALSE,,FALSE,,20779,,35
703.787,0.009997952,0.017822266,1.000244141,-0.075195313,-2.41221374,0.580152672,1.374045802,30607,-3,63,-0.439941406,16.54646169,0.138114673,FALSE,,FALSE,,20779,,36
703.792,0.014999049,0.018798828,1.003173828,-0.076904297,-2.534351145,0.183206107,1.282442748,30608,3,-357,-0.41796875,14.12525758,-0.782608828,FALSE,,FALSE,,20794,,36
703.797,0.020001683,-0.262695313,1.198730469,-0.2578125,-7.389312977,6.870229008,22.5648855,30278,-1838,-7988,-0.41796875,11.6141977,-17.51114655,FALSE,,FALSE,,20794,,36
703.802,0.025002946,-0.607421875,0.623535156,-0.156982422,-6.93129771,11.05343511,-10.01526718,29449,-3780,-3941,-0.505859375,8.805945945,-8.641197638,FALSE,,FALSE,,20732,,36
703.807,0.030004857,0.201171875,0.9765625,-0.076416016,-0.702290076,-38.32061069,-6.93129771,28525,-4078,-471,-0.571777344,5.326630481,-1.032896137,FALSE,,FALSE,,20686,,35
703.812,0.03500638,0.614013672,0.747314453,-0.13671875,-4.061068702,10.83969466,2.748091603,27600,-4066,-75,-0.483886719,2.137717623,-0.164439452,FALSE,,FALSE,,20748,,35
703.817,0.040008902,0.201904297,0.998535156,-0.013671875,-1.06870229,21.89312977,-4.488549618,26692,-3978,47,-0.549804688,0.097287154,0.103064916,FALSE,,FALSE,,20701,,35
703.822,0.04501048,0.254638672,1.073486328,0.077392578,-1.099236641,16.67175573,-3.969465649,25807,-3883,191,-0.59375,-1.57218939,0.418882158,FALSE,,FALSE,,20670,,35
703.827,0.05001317,0.169189453,0.951416016,0.055908203,-1.34351145,15.02290076,-4.641221374,24953,-3744,293,-0.637695313,-3.310924121,0.642645716,FALSE,,FALSE,,20639,,36
703.832,0.055014933,0.237060547,0.995361328,-0.039550781,0.732824427,26.7480916,-9.34351145,24140,-3544,355,-0.747558594,-5.13091307,0.778836177,FALSE,,FALSE,,20562,,36
703.837,0.060017529,0.033691406,1.005859375,-0.092285156,2.748091603,27.75572519,-9.648854962,23385,-3295,398,-0.857421875,-7.386350389,0.873402883,FALSE,,FALSE,,20484,,35
703.842,0.065019237,-0.139404297,1.018798828,-0.163818359,6.41221374,15.35877863,-11.63358779,22684,-3061,407,-0.857421875,-9.563362146,0.893153199,FALSE,,FALSE,,20484,,35
703.847,0.070021815,-0.197265625,1.047851563,-0.142578125,3.755725191,13.98473282,-11.20610687,22031,-2854,401,-0.967285156,-11.07390377,0.880216942,FALSE,,FALSE,,20406,,35
703.852,0.07502356,-0.344238281,1.005615234,-0.1640625,-4.488549618,-2.13740458,-3.20610687,21416,-2687,413,-0.989257813,-12.12391368,0.906605114,FALSE,,FALSE,,20391,,35
703.857,0.080025953,-0.250732422,1.007324219,-0.191162109,-3.816793893,-4.091603053,-1.740458015,20838,-2526,425,-1.011230469,-12.52943902,0.932996051,FALSE,,FALSE,,20375,,35
703.862,0.085028031,-0.080810547,1.052734375,-0.159423828,-4,-5.923664122,1.58778626,20300,-2349,392,-1.033203125,-12.13601801,0.860596759,FALSE,,FALSE,,20360,,35
703.867,0.090030553,0.009765625,1.004394531,-0.120117188,-3.633587786,-3.847328244,2.564885496,19806,-2153,611,-1.011230469,-11.08528245,1.341319029,FALSE,,FALSE,,20375,,35
703.872,0.095032113,0.635498047,0.830810547,0.021484375,-2.65648855,3.511450382,-15.17557252,19613,-534,5351,-1.055175781,-9.609129439,11.74820061,FALSE,,FALSE,,20344,,35
703.877,0.100034099,0.191894531,1.331787109,0.020751953,-5.58778626,1.58778626,10.96183206,19749,616,1907,-1.099121094,-8.331746687,4.187285998,FALSE,,FALSE,,20313,,36
703.882,0.105035158,-0.429199219,0.864501953,-0.105224609,-2.992366412,4.977099237,-2.106870229,19910,716,347,-1.033203125,-7.107948169,0.761803763,FALSE,,FALSE,,20360,,36
703.887,0.110037644,-0.246337891,0.905029297,-0.087402344,-1.34351145,-1.160305344,-5.740458015,20077,735,181,-1.12109375,-5.752057022,0.397450705,FALSE,,FALSE,,20297,,35
703.892,0.115038981,-0.048095703,0.892333984,-0.130615234,-2.961832061,-1.740458015,2.473282443,20242,725,121,-1.099121094,-4.773399403,0.265685163,FALSE,,FALSE,,20313,,35
703.897,0.120040689,0.005859375,1.087402344,-0.053710938,-3.175572519,-2.442748092,1.038167939,20401,700,96,-1.099121094,-3.938786089,0.210791534,FALSE,,FALSE,,20313,,35
703.902,0.125042767,0.084960938,0.921142578,-0.077148438,-3.572519084,-1.34351145,2.473282443,20549,643,-18,-1.099121094,-2.998832255,-0.039523413,FALSE,,FALSE,,20313,,35
703.907,0.130044641,0.016113281,1.062255859,-0.035644531,-2.870229008,-0.549618321,1.374045802,20679,548,-240,-1.055175781,-1.978570885,-0.526923593,FALSE,,FALSE,,20344,,35
703.912,0.135046589,-0.001464844,1.026855469,-0.053955078,-2.961832061,-0.061068702,1.86259542,20756,317,-715,-1.055175781,-0.812251326,-1.569793204,FALSE,,FALSE,,20344,,35
703.917,0.140048112,-0.027099609,0.980224609,-0.0703125,-2.717557252,-0.213740458,1.893129771,20762,-11,-833,-1.055175781,0.177534433,-1.82886397,FALSE,,FALSE,,20344,,36
703.922,0.145050209,0.017089844,1.000732422,-0.059082031,-2.717557252,0.213740458,1.129770992,20724,-178,-529,-1.077148438,0.709816119,-1.161488299,FALSE,,FALSE,,20329,,36
703.927,0.150052527,0.039550781,0.998779297,-0.059082031,-2.748091603,0.091603053,2.564885496,20663,-278,-394,-1.055175781,0.905916833,-0.865032898,FALSE,,FALSE,,20344,,35
703.932,0.155053365,0.013671875,0.991210938,-0.051757813,-1.954198473,0.061068702,2.13740458,20582,-358,-277,-1.055175781,1.047167869,-0.608157647,FALSE,,FALSE,,20344,,35
703.937,0.160055795,0.003417969,1.001708984,-0.055908203,-1.832061069,0.519083969,2.320610687,20496,-391,-161,-1.055175781,1.141893796,-0.35347791,FALSE,,FALSE,,20344,,35
703.942,0.165057299,0.010253906,0.992431641,-0.057373047,-1.557251908,0.396946565,2.229007634,20412,-368,-35,-1.077148438,1.022657155,-0.076847052,FALSE,,FALSE,,20329,,35
703.947,0.170058803,0.012939453,0.994384766,-0.058837891,-1.404580153,0.519083969,2.595419847,20342,-305,129,-1.055175781,0.775773984,0.283221431,FALSE,,FALSE,,20344,,35
703.952,0.175060825,0.0078125,1.002197266,-0.075927734,-1.526717557,0.519083969,2.870229008,20301,-177,270,-1.033203125,0.731628428,0.592757971,FALSE,,FALSE,,20360,,35
703.957,0.180062663,0.003417969,1.000976563,-0.084228516,-1.557251908,0.519083969,2.961832061,20285,-56,226,-1.055175781,0.821055318,0.496186383,FALSE,,FALSE,,20344,,36
703.962,0.18506413,-0.004150391,1.003417969,-0.086669922,-1.496183206,0.213740458,3.419847328,20298,66,188,-1.033203125,0.812451175,0.41273518,FALSE,,FALSE,,20360,,36
703.967,0.190065634,-0.021240234,1.008789063,-0.088134766,-1.709923664,-0.305343511,4,20321,103,149,-1.011230469,0.918179834,0.327097439,FALSE,,FALSE,,20375,,35
703.972,0.195066989,-0.012939453,1.005859375,-0.080566406,-2.442748092,-1.251908397,4.702290076,20342,77,47,-0.989257813,1.265256418,0.103172979,FALSE,,FALSE,,20391,,35
703.977,0.200068827,0.020263672,0.994140625,-0.080322266,-2.442748092,-1.007633588,4.580152672,20359,75,42,-0.989257813,1.650983022,0.09219713,FALSE,,FALSE,,20391,,36
703.982,0.205070979,0.03515625,1.012207031,-0.070068359,-2.259541985,-1.099236641,4.854961832,20374,66,72,-0.9453125,2.030511124,0.158035657,FALSE,,FALSE,,20422,,36
703.987,0.210072687,0.032714844,0.999511719,-0.072509766,-2.351145038,-0.824427481,4.549618321,20385,44,105,-0.923339844,2.552088955,0.230456588,FALSE,,FALSE,,20437,,35
703.992,0.215074672,0.047363281,0.999023438,-0.071777344,-2.13740458,-0.213740458,3.755725191,20391,18,135,-0.923339844,3.034613467,0.296301327,FALSE,,FALSE,,20437,,35
703.997,0.220077343,0.060058594,0.999511719,-0.074707031,-2.045801527,0.122137405,3.328244275,20399,36,213,-0.901367188,3.276814254,0.46747315,FALSE,,FALSE,,20453,,35
704.002,0.225078625,0.049072266,1.006103516,-0.073486328,-1.709923664,0.183206107,2.93129771,20415,74,215,-0.879394531,3.4336832,0.471837841,FALSE,,FALSE,,20468,,35
704.007,0.230080832,0.041259766,0.999267578,-0.074707031,-2.015267176,0.27480916,2.717557252,20440,113,131,-0.901367188,3.434965635,0.287506961,FALSE,,FALSE,,20453,,36
704.012,0.235082188,0.004882813,1.001464844,-0.085449219,-1.954198473,0.091603053,2.564885496,20463,102,104,-0.901367188,3.071588467,0.228249801,FALSE,,FALSE,,20453,,36
704.017,0.240084562,0.017822266,0.998046875,-0.080810547,-2.13740458,-0.152671756,2.259541985,20485,95,58,-0.901367188,2.503527648,0.127293158,FALSE,,FALSE,,20453,,36
704.022,0.245085622,0.021240234,1.010009766,-0.086914063,-2.259541985,-0.519083969,3.053435115,20500,53,-83,-0.857421875,2.114597879,-0.182141807,FALSE,,FALSE,,20484,,36
704.027,0.250087811,0.010009766,1.004150391,-0.083740234,-2.320610687,-0.580152672,2.809160305,20496,-19,-88,-0.857421875,2.048312115,-0.193114205,FALSE,,FALSE,,20484,,36
704.032,0.255089445,0.050048828,1.003173828,-0.073974609,-2.503816794,-0.458015267,1.923664122,20487,-44,-42,-0.835449219,2.106022567,-0.092163314,FALSE,,FALSE,,20500,,36
704.037,0.260091819,0.070556641,0.999267578,-0.073730469,-2.351145038,0.030534351,1.832061069,20486,4,48,-0.857421875,2.062108147,0.105335021,FALSE,,FALSE,,20484,,36
704.042,0.265093545,0.054931641,1.006835938,-0.070068359,-2.503816794,0.122137405,1.58778626,20492,25,35,-0.835449219,1.86828728,0.076802761,FALSE,,FALSE,,20500,,36
704.047,0.270096031,0.029296875,0.998779297,-0.0703125,-2.229007634,0.122137405,1.160305344,20499,26,83,-0.835449219,1.68215096,0.182132263,FALSE,,FALSE,,20500,,36
704.052,0.275097628,0.015380859,1.003662109,-0.075927734,-2.320610687,0.030534351,1.038167939,20500,-3,38,-0.857421875,1.427639134,0.083390225,FALSE,,FALSE,,20484,,36
704.057,0.28009915,0.031005859,0.997802734,-0.073974609,-2.229007634,-0.152671756,0.763358779,20498,-17,73,-0.857421875,0.973206434,0.160197011,FALSE,,FALSE,,20484,,35
704.062,0.285100247,0.026611328,1.005615234,-0.074707031,-2.381679389,0.030534351,0.916030534,20498,8,86,-0.857421875,0.515317303,0.188725246,FALSE,,FALSE,,20484,,35
704.067,0.290102732,0.014892578,1.001953125,-0.079345703,-2.290076336,-0.030534351,0.885496183,20497,-13,34,-0.835449219,0.268509159,0.074608397,FALSE,,FALSE,,20500,,36
704.072,0.295104162,0.025634766,0.999755859,-0.075683594,-2.41221374,-0.183206107,1.038167939,20497,-6,29,-0.835449219,0.265162061,0.063636574,FALSE,,FALSE,,20500,,36
704.077,0.300105925,0.016113281,1.006347656,-0.079589844,-2.198473282,0,1.007633588,20496,-5,16,-0.835449219,0.329970985,0.035109834,FALSE,,FALSE,,20500,,36
704.082,0.305107448,0.024658203,1.002929688,-0.079589844,-2.229007634,-0.183206107,0.977099237,20496,5,37,-0.835449219,0.345028577,0.081191491,FALSE,,FALSE,,20500,,36
704.087,0.310110248,0.018066406,1.002197266,-0.080322266,-2.290076336,-0.030534351,1.099236641,20498,3,51,-0.857421875,0.238711469,0.11191846,FALSE,,FALSE,,20484,,36
704.092,0.315111308,0.020263672,1.003417969,-0.078857422,-2.259541985,-0.213740458,1.007633588,20498,-1,63,-0.857421875,-0.025165646,0.138252215,FALSE,,FALSE,,20484,,36
704.097,0.320112997,0.018554688,1.004394531,-0.078369141,-2.320610687,-0.213740458,1.007633588,20498,1,64,-0.835449219,-0.192381996,0.140439335,FALSE,,FALSE,,20500,,36
704.102,0.325114464,0.021728516,1.000244141,-0.081054688,-2.290076336,-0.183206107,1.099236641,20497,-3,30,-0.835449219,-0.107657792,0.065830938,FALSE,,FALSE,,20500,,36
704.107,0.330115912,0.019042969,1.005615234,-0.079589844,-2.381679389,0,1.160305344,20496,-1,20,-0.835449219,0.043585707,0.043887292,FALSE,,FALSE,,20500,,36
704.112,0.335117694,0.015380859,1.006347656,-0.078613281,-2.687022901,-0.183206107,1.221374046,20497,5,42,-0.857421875,0.04882759,0.092168143,FALSE,,FALSE,,20484,,36
704.117,0.340119439,0.012207031,1.001220703,-0.081542969,-2.473282443,-0.122137405,1.34351145,20499,7,54,-0.835449219,-0.039989988,0.118495689,FALSE,,FALSE,,20500,,36
704.122,0.345121332,0.011474609,1.004882813,-0.082763672,-2.564885496,-0.091603053,1.404580153,20498,4,45,-0.835449219,-0.005483766,0.098746407,FALSE,,FALSE,,20500,,36
704.127,0.350123576,0.013427734,1.001220703,-0.080566406,-2.748091603,-0.152671756,1.465648855,20495,-13,0,-0.835449219,0.10534436,0,FALSE,,FALSE,,20500,,36
704.132,0.355125099,0.025146484,0.999511719,-0.074462891,-2.870229008,-0.122137405,1.374045802,20495,3,36,-0.835449219,0.167961472,0.078997126,FALSE,,FALSE,,20500,,36
704.137,0.360126899,0.020996094,1.006591797,-0.075927734,-2.65648855,-0.152671756,1.58778626,20498,15,43,-0.813476563,0.282885104,0.094352734,FALSE,,FALSE,,20515,,36
704.142,0.36512857,0.016113281,1,-0.07421875,-2.687022901,-0.152671756,1.557251908,20498,2,55,-0.791503906,0.598637345,0.120677406,FALSE,,FALSE,,20531,,36
704.147,0.370130315,0.017089844,1,-0.07421875,-2.839694656,-0.152671756,1.435114504,20499,6,71,-0.791503906,1.017825852,0.15578356,FALSE,,FALSE,,20531,,36
704.152,0.375132189,0.029052734,1,-0.071289063,-2.625954198,-0.030534351,1.557251908,20499,4,121,-0.813476563,1.204907572,0.265504204,FALSE,,FALSE,,20515,,36
704.157,0.380134545,0.024902344,1.00390625,-0.073974609,-2.534351145,-0.061068702,1.404580153,20505,25,182,-0.813476563,1.051584368,0.399353432,FALSE,,FALSE,,20515,,36
704.162,0.385135568,0.021484375,0.999267578,-0.070068359,-2.473282443,0,1.404580153,20513,31,208,-0.813476563,0.780515905,0.456403922,FALSE,,FALSE,,20515,,36
704.167,0.39013746,0.016113281,1.000244141,-0.073974609,-2.564885496,-0.122137405,1.557251908,20518,22,141,-0.791503906,0.632221162,0.309372985,FALSE,,FALSE,,20531,,36
704.172,0.395139113,0.012695313,0.999023438,-0.076171875,-2.503816794,-0.152671756,1.679389313,20515,-12,95,-0.747558594,0.839351496,0.208420949,FALSE,,FALSE,,20562,,36
704.177,0.400141487,0.023681641,1.001708984,-0.075927734,-2.442748092,-0.27480916,1.312977099,20511,-16,141,-0.725585938,1.434308708,0.309324359,FALSE,,FALSE,,20577,,36
704.182,0.405143139,0.034423828,1.002197266,-0.072021484,-2.625954198,-0.152671756,1.679389313,20514,20,211,-0.76953125,1.877176401,0.462938153,FALSE,,FALSE,,20546,,36
704.187,0.410144865,0.028076172,1.004882813,-0.072265625,-2.473282443,-0.061068702,1.740458015,20524,54,301,-0.747558594,1.833896243,0.660365322,FALSE,,FALSE,,20562,,36
704.192,0.415146721,0.020751953,0.997802734,-0.075195313,-2.290076336,-0.030534351,1.557251908,20544,90,286,-0.747558594,1.658815212,0.627456751,FALSE,,FALSE,,20562,,36
704.197,0.420149355,0.012939453,1.005859375,-0.077880859,-2.442748092,-0.213740458,2.13740458,20568,99,93,-0.725585938,1.58978231,0.204022449,FALSE,,FALSE,,20577,,36
704.202,0.425151433,-0.003417969,1.005859375,-0.075439453,-2.41221374,-0.549618321,2.320610687,20584,60,29,-0.747558594,1.506052212,0.063623237,FALSE,,FALSE,,20562,,36
704.207,0.430153604,0.003417969,0.992431641,-0.075439453,-2.290076336,-0.549618321,2.167938931,20583,0,51,-0.725585938,1.331365397,0.111883279,FALSE,,FALSE,,20577,,36
704.212,0.435155515,0.044433594,0.995605469,-0.073242188,-2.320610687,-0.27480916,1.893129771,20578,-16,159,-0.703613281,1.288890502,0.3487943,FALSE,,FALSE,,20593,,36
704.217,0.440158223,0.041748047,1.005371094,-0.069091797,-2.015267176,-0.305343511,2.015267176,20576,-18,114,-0.681640625,1.511136037,0.25006583,FALSE,,FALSE,,20608,,36
704.222,0.445160856,0.029296875,1.000488281,-0.068603516,-2.13740458,0.030534351,1.557251908,20577,3,160,-0.703613281,1.708792718,0.350987974,FALSE,,FALSE,,20593,,36
704.227,0.450161305,0.026855469,0.996337891,-0.073242188,-2.167938931,0.061068702,1.374045802,20584,31,219,-0.703613281,1.610029921,0.48041479,FALSE,,FALSE,,20593,,36
704.232,0.455162531,0.021240234,0.997558594,-0.075683594,-2.167938931,0,1.557251908,20593,45,245,-0.703613281,1.329091995,0.537450336,FALSE,,FALSE,,20593,,36
704.237,0.460164924,0.017333984,1.004882813,-0.076660156,-2.198473282,-0.244274809,1.435114504,20604,48,155,-0.703613281,1.042141461,0.3400196,FALSE,,FALSE,,20593,,36
704.242,0.465166372,0.019775391,0.998046875,-0.078613281,-2.167938931,-0.152671756,1.618320611,20613,48,61,-0.703613281,0.774386464,0.133814165,FALSE,,FALSE,,20593,,36
704.247,0.470168673,0.018554688,1.007080078,-0.077392578,-2.198473282,-0.427480916,1.679389313,20618,17,19,-0.703613281,0.540452239,0.041679822,FALSE,,FALSE,,20593,,36
704.252,0.47517064,0.026367188,1.001708984,-0.075439453,-2.198473282,-0.519083969,1.465648855,20618,-1,19,-0.659667969,0.523515719,0.041675455,FALSE,,FALSE,,20624,,36
704.257,0.480172532,0.035644531,1.002929688,-0.076904297,-2.290076336,-0.244274809,1.160305344,20614,-8,24,-0.659667969,0.823625536,0.05264268,FALSE,,FALSE,,20624,,36
704.262,0.485173925,0.0390625,1.002929688,-0.077636719,-2.290076336,-0.244274809,1.190839695,20615,-5,25,-0.637695313,1.214707671,0.054833252,FALSE,,FALSE,,20639,,36
704.267,0.490176503,0.035888672,1.004638672,-0.076171875,-2.290076336,-0.122137405,0.732824427,20617,12,92,-0.637695313,1.544461082,0.201786368,FALSE,,FALSE,,20639,,36
704.272,0.495177674,0.022705078,1.005371094,-0.077880859,-2.229007634,-0.152671756,0.641221374,20624,24,112,-0.659667969,1.631877033,0.24566584,FALSE,,FALSE,,20624,,36
704.277,0.50017953,0.026855469,1.000976563,-0.080566406,-2.198473282,-0.213740458,0.458015267,20629,27,160,-0.659667969,1.380333101,0.350951199,FALSE,,FALSE,,20624,,36
704.282,0.505181127,0.023193359,1.004638672,-0.079345703,-2.320610687,-0.122137405,0.580152672,20635,23,176,-0.637695313,1.108118076,0.386026096,FALSE,,FALSE,,20639,,36
704.287,0.510182834,0.021972656,0.999267578,-0.081787109,-2.320610687,-0.27480916,0.580152672,20635,-3,95,-0.637695313,1.021027544,0.208366358,FALSE,,FALSE,,20639,,36
704.292,0.515183857,0.034423828,0.995605469,-0.07421875,-2.503816794,-0.091603053,0.488549618,20631,-17,94,-0.659667969,0.88314922,0.20618383,FALSE,,FALSE,,20624,,36
704.297,0.520186268,0.038574219,1.003173828,-0.072998047,-2.198473282,-0.091603053,0.335877863,20632,11,170,-0.637695313,0.635517333,0.372866115,FALSE,,FALSE,,20639,,36
704.302,0.525187939,0.026855469,1.001953125,-0.079589844,-2.290076336,-0.152671756,0.427480916,20637,28,171,-0.637695313,0.513901911,0.375059445,FALSE,,FALSE,,20639,,36
704.307,0.530189572,0.012451172,1.002929688,-0.080078125,-2.381679389,-0.366412214,0.152671756,20636,-11,95,-0.637695313,0.482877131,0.208366358,FALSE,,FALSE,,20639,,36
704.312,0.53519091,0.034423828,1.003417969,-0.073974609,-2.503816794,-0.305343511,0.27480916,20633,-11,146,-0.659667969,0.335931171,0.320242969,FALSE,,FALSE,,20624,,36
704.317,0.540193266,0.03125,1.003173828,-0.076660156,-2.473282443,-0.122137405,0.183206107,20636,12,181,-0.659667969,0.038186685,0.397013544,FALSE,,FALSE,,20624,,36
704.322,0.545195214,0.021728516,1.004150391,-0.078613281,-2.290076336,-0.27480916,0.213740458,20637,4,140,-0.637695313,-0.155839868,0.307066212,FALSE,,FALSE,,20639,,36
704.327,0.550197181,0.018554688,1.000976563,-0.076171875,-2.503816794,-0.122137405,0.183206107,20633,-22,104,-0.659667969,-0.179502963,0.22811828,FALSE,,FALSE,,20624,,36
704.332,0.555199278,0.026123047,0.997070313,-0.078125,-2.534351145,-0.396946565,-0.030534351,20630,-14,96,-0.659667969,-0.268516208,0.21057072,FALSE,,FALSE,,20624,,36
704.337,0.560200985,0.032470703,1.001953125,-0.075927734,-2.595419847,-0.152671756,-0.061068702,20633,18,160,-0.637695313,-0.304034153,0.350932814,FALSE,,FALSE,,20639,,36
704.342,0.565202656,0.014892578,1.004394531,-0.08203125,-2.625954198,-0.27480916,0.396946565,20635,-2,87,-0.637695313,-0.12587557,0.190819718,FALSE,,FALSE,,20639,,36
704.347,0.570204419,0.004394531,1.002441406,-0.076171875,-2.595419847,-0.305343511,-0.152671756,20631,-17,81,-0.659667969,-0.001501269,0.177669045,FALSE,,FALSE,,20624,,36
704.352,0.575206016,0.028320313,1.004638672,-0.077636719,-2.717557252,-0.213740458,0.061068702,20631,5,138,-0.703613281,-0.274640928,0.302727128,FALSE,,FALSE,,20593,,36
704.357,0.580207872,0.022705078,1.000976563,-0.078613281,-2.809160305,-0.27480916,0.091603053,20636,18,145,-0.659667969,-0.692527544,0.318049524,FALSE,,FALSE,,20624,,36
704.362,0.585208839,0.008789063,1.004638672,-0.077636719,-2.473282443,-0.183206107,0.152671756,20633,-29,77,-0.659667969,-0.728392678,0.168895265,FALSE,,FALSE,,20624,,36
704.367,0.590211176,0.011474609,0.994873047,-0.075195313,-2.809160305,-0.335877863,0.122137405,20624,-51,-16,-0.659667969,-0.516366575,-0.03509512,FALSE,,FALSE,,20624,,36
704.372,0.595212439,0.043701172,0.998779297,-0.071289063,-2.748091603,-0.305343511,-0.030534351,20619,-16,54,-0.703613281,-0.515415749,0.118458441,FALSE,,FALSE,,20593,,36
704.377,0.600214851,0.028808594,1.006835938,-0.076171875,-2.717557252,-0.061068702,0.061068702,20622,14,55,-0.659667969,-0.649914759,0.120639475,FALSE,,FALSE,,20624,,36
704.382,0.605216058,0.015380859,1.000244141,-0.078369141,-2.65648855,-0.244274809,-0.122137405,20625,13,29,-0.681640625,-0.595709025,0.063613237,FALSE,,FALSE,,20608,,36
704.387,0.610218359,0.013183594,1.004638672,-0.076416016,-2.870229008,-0.244274809,0.122137405,20623,-18,-53,-0.703613281,-0.601345703,-0.116264767,FALSE,,FALSE,,20593,,36
704.392,0.615219807,0.039550781,0.999023438,-0.074951172,-3.053435115,-0.061068702,-0.488549618,20619,-6,22,-0.659667969,-0.644909591,0.04825579,FALSE,,FALSE,,20624,,36
704.397,0.620222459,0.028808594,1.007324219,-0.072998047,-2.748091603,-0.152671756,0.152671756,20621,16,-3,-0.681640625,-0.444527582,-0.00658068,FALSE,,FALSE,,20608,,36
704.402,0.625223593,0.014404297,1.005126953,-0.07421875,-2.473282443,-0.061068702,-0.183206107,20619,-19,-87,-0.681640625,-0.280301832,-0.190839712,FALSE,,FALSE,,20608,,36
704.407,0.630226356,0.019287109,0.998535156,-0.072265625,-2.534351145,-0.27480916,-0.549618321,20617,-1,2,-0.703613281,-0.328971734,0.00438735,FALSE,,FALSE,,20593,,36
704.412,0.635227379,0.014892578,1.008789063,-0.074707031,-2.534351145,-0.244274809,0.030534351,20620,5,-25,-0.725585938,-0.598529744,-0.054844744,FALSE,,FALSE,,20577,,36
704.417,0.640229605,0.010742188,0.994873047,-0.072021484,-2.473282443,-0.366412214,-0.366412214,20619,-9,-52,-0.703613281,-0.899843178,-0.114071092,FALSE,,FALSE,,20593,,36
704.422,0.645230553,0.014648438,1.001708984,-0.072753906,-2.381679389,-0.27480916,-0.366412214,20616,-20,-100,-0.703613281,-0.932546516,-0.219367484,FALSE,,FALSE,,20593,,36
704.427,0.650232817,0.022949219,1.002929688,-0.073974609,-2.503816794,-0.27480916,-0.27480916,20606,-45,-172,-0.725585938,-0.878606162,-0.377331842,FALSE,,FALSE,,20577,,36
704.432,0.655234506,0.022705078,0.995361328,-0.070068359,-2.320610687,-0.152671756,-0.702290076,20596,-48,-73,-0.725585938,-0.949943913,-0.160146654,FALSE,,FALSE,,20577,,36
704.437,0.660236547,0.030761719,1.005371094,-0.074462891,-2.13740458,-0.213740458,-0.305343511,20591,-26,-6,-0.76953125,-1.184155139,-0.013164118,FALSE,,FALSE,,20546,,36
704.442,0.665238162,0.021240234,1.004394531,-0.077148438,-2.259541985,-0.091603053,-0.122137405,20582,-43,-27,-0.747558594,-1.504010519,-0.059235428,FALSE,,FALSE,,20562,,36
704.447,0.670240499,0.011474609,0.997802734,-0.073974609,-2.229007634,-0.122137405,-0.366412214,20571,-55,5,-0.76953125,-1.676584865,0.010970098,FALSE,,FALSE,,20546,,36
704.452,0.675241929,0.022949219,1.007568359,-0.074462891,-2.167938931,-0.27480916,-0.183206107,20560,-54,-59,-0.76953125,-1.740836797,-0.129447161,FALSE,,FALSE,,20546,,36
704.457,0.680244174,0.025390625,0.998535156,-0.072753906,-2.290076336,0.030534351,-0.79389313,20553,-27,-26,-0.76953125,-1.730454403,-0.057044512,FALSE,,FALSE,,20546,,36
704.462,0.685245771,0.027832031,1.001464844,-0.075927734,-2.076335878,0.122137405,-0.458015267,20550,-6,-67,-0.76953125,-1.584782246,-0.146999319,FALSE,,FALSE,,20546,,36
704.467,0.690248015,0.015136719,1.009765625,-0.072021484,-2.229007634,-0.061068702,-0.488549618,20550,0,-99,-0.76953125,-1.364044139,-0.217207948,FALSE,,FALSE,,20546,,36
704.472,0.695249908,0.009033203,1.009033203,-0.077148438,-1.984732824,-0.27480916,-0.580152672,20549,2,-107,-0.791503906,-1.201152003,-0.234772407,FALSE,,FALSE,,20531,,36
704.477,0.700251579,0.01171875,0.997070313,-0.075927734,-2.198473282,-0.122137405,-0.427480916,20549,-4,-106,-0.813476563,-1.264959115,-0.23259046,FALSE,,FALSE,,20515,,36
704.482,0.705252935,0.012695313,1.006835938,-0.076171875,-2.167938931,-0.335877863,-0.396946565,20549,-5,-107,-0.813476563,-1.469034292,-0.23478471,FALSE,,FALSE,,20515,,36
704.487,0.710254661,0.014404297,0.994140625,-0.077392578,-2.167938931,-0.152671756,-0.244274809,20547,-12,-159,-0.813476563,-1.570162588,-0.34888569,FALSE,,FALSE,,20515,,36
704.492,0.715256498,0.014404297,0.998779297,-0.077636719,-2.167938931,-0.244274809,0,20539,-37,-216,-0.835449219,-1.597141756,-0.473982756,FALSE,,FALSE,,20500,,36
704.497,0.720258336,0.017333984,0.999023438,-0.074707031,-2.076335878,-0.244274809,-0.061068702,20525,-67,-171,-0.813476563,-1.574397938,-0.375216686,FALSE,,FALSE,,20515,,36
704.502,0.725259488,0.014892578,1.002929688,-0.076904297,-2.13740458,-0.305343511,0.030534351,20502,-100,-82,-0.835449219,-1.433334317,-0.179937898,FALSE,,FALSE,,20500,,36
704.507,0.730261473,0.026367188,0.998291016,-0.072998047,-2.076335878,0.061068702,-0.396946565,20483,-84,-24,-0.813476563,-1.227718239,-0.052661991,FALSE,,FALSE,,20515,,36
704.512,0.735263255,0.031982422,1.000976563,-0.0703125,-1.832061069,0.305343511,-0.335877863,20478,-13,43,-0.835449219,-0.997219195,0.094357678,FALSE,,FALSE,,20500,,36
