state_time,loop_time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,motor_angle,motor_velocity,motor_current,hip_angle,hip_velocity,hip_torque_from_current,did_heel_strike,gait_phase,did_toe_off,commanded_current,commanded_position,commanded_torque,temperature
708.687,4.911777153,-0.661376953,0.946044922,0.000732422,12.0610687,85.03816794,-222.6870229,21393,-395,-222,-0.374023438,-23.25645133,-0.486613349,FALSE,,FALSE,,20825,,36
708.692,4.916778231,1.857177734,4,1.432373047,-64.91603053,-8.79389313,-115.389313,21289,-464,-72,-0.308105469,-25.2568223,-0.157795758,FALSE,,FALSE,,20872,,36
708.697,4.921780716,4,4,0.834716797,-96.91603053,46.83969466,-11.05343511,21165,-552,57,1.33984375,-18.50932084,0.124391955,FALSE,,FALSE,,22031,,36
708.702,4.92678185,1.200439453,-0.378173828,-1.116699219,17.77099237,118.351145,-55.66412214,21055,-462,-61,2.74609375,6.456881565,-0.132551006,FALSE,,FALSE,,23014,,36
708.707,4.931784039,0.585693359,-1.263427734,-1.707763672,116.3053435,174.870229,-154.1068702,20963,-385,-98,3.141601563,41.45508227,-0.212674547,FALSE,,FALSE,,23289,,35
708.712,4.936785414,1.264648438,1.370605469,0.166503906,66.65648855,44.30534351,-105.0687023,20945,-6,2354,3.646972656,71.42661007,5.099816645,FALSE,,FALSE,,23640,,35
708.717,4.94178714,0.353271484,-0.537109375,-0.141601563,43.90839695,24.15267176,-78.6870229,21151,971,2606,5.3828125,97.53169644,5.610975707,FALSE,,FALSE,,24835,,36
708.722,4.946788218,-0.553710938,-0.364990234,-0.559814453,39.45038168,-0.091603053,-81.03816794,21460,1375,905,6.723144531,127.7973634,1.938896215,FALSE,,FALSE,,25748,,36
708.727,4.951790833,0.174560547,0.407470703,-0.310546875,6.534351145,-55.02290076,-62.83969466,21782,1415,398,8.876464844,163.3307272,0.845923334,FALSE,,FALSE,,27191,,36
708.732,4.956791967,-0.525878906,1.404052734,0.236816406,-32.51908397,-14.80916031,-71.32824427,22138,1598,1207,10.37060547,201.6826995,2.552031248,FALSE,,FALSE,,28175,,36
708.737,4.961794249,-0.104003906,2.294189453,0.219970703,-39.8778626,-24.03053435,-99.45038168,22596,2046,1319,12.28222656,238.4084163,2.772928519,FALSE,,FALSE,,29407,,36
708.742,4.966795253,-0.022216797,2.28515625,0.168212891,-34.6259542,-33.06870229,-124.6412214,23150,2490,1700,13.13916016,267.6105484,3.565536537,FALSE,,FALSE,,29949,,36
708.747,4.971797664,0.203857422,1.844482422,-0.128417969,-9.86259542,-45.95419847,-145.8625954,23823,3003,1327,14.19384766,283.6400351,2.7752278,FALSE,,FALSE,,30607,,36
708.752,4.976799057,0.210693359,1.887451172,0.299804688,21.61832061,-6.198473282,-176.2748092,24574,3329,1126,14.69921875,285.0793874,2.351529838,FALSE,,FALSE,,30919,,36
708.757,4.981801394,0.140136719,1.587402344,0.389648438,20.18320611,14.44274809,-195.9083969,25386,3579,546,14.94091797,272.3680867,1.139470283,FALSE,,FALSE,,31067,,36
708.762,4.986802694,-0.978271484,1.577880859,0.588623047,10.96183206,-27.84732824,-211.9389313,26192,3546,129,14.875,246.0421961,0.269266866,FALSE,,FALSE,,31026,,36
708.767,4.991805328,0.187988281,0.904052734,0.1015625,-1.984732824,1.06870229,-210.5038168,26977,3435,-60,14.61132813,208.7748253,-0.125334831,FALSE,,FALSE,,30865,,35
708.772,4.996806702,-0.688476563,1.647705078,0.059814453,7.511450382,1.893129771,-216.4885496,27726,3275,-294,14.39160156,164.836227,-0.614520362,FALSE,,FALSE,,30729,,35
708.777,5.001809151,-0.785400391,1.720947266,-0.129638672,15.63358779,6.687022901,-227.8167939,28420,3019,-685,13.71044922,117.854085,-1.434477553,FALSE,,FALSE,,30307,,35
708.782,5.006810747,-0.831787109,1.465576172,-0.188964844,22.96183206,6.106870229,-238.778626,29022,2600,-1172,13.00732422,69.07566365,-2.459001678,FALSE,,FALSE,,29866,,35
708.787,5.011812974,-0.870849609,0.973632813,-0.124023438,24.82442748,-2.839694656,-240.0305344,29506,2085,-1200,11.79882813,19.00391421,-2.526192039,FALSE,,FALSE,,29098,,36
708.792,5.016814478,-0.645263672,0.659423828,0.142089844,11.17557252,3.541984733,-220.9770992,29874,1565,-1311,11.0078125,-30.34607154,-2.766324651,FALSE,,FALSE,,28589,,36
708.797,5.021816537,-0.795654297,0.666015625,0.075683594,4.763358779,1.984732824,-204.7328244,30075,795,-2743,9.843261719,-75.44521177,-5.810083346,FALSE,,FALSE,,27829,,35
708.802,5.02681793,-0.923339844,0.814697266,-0.013671875,3.72519084,0.916030534,-194.9618321,30026,-285,-2590,9.206054688,-113.4007828,-5.498354604,FALSE,,FALSE,,27410,,35
708.807,5.03181999,-0.839599609,0.988037109,-0.053222656,7.389312977,0.732824427,-189.8320611,29853,-798,-1257,8.107421875,-142.8431426,-2.679196829,FALSE,,FALSE,,26679,,36
708.812,5.036821234,-0.571533203,0.793945313,-0.072998047,12.36641221,-4.458015267,-161.4961832,29604,-1135,-1094,7.448242188,-164.2838205,-2.337483484,FALSE,,FALSE,,26237,,36
708.817,5.041823461,-0.611083984,0.907958984,-0.009765625,11.78625954,-5.06870229,-152.7328244,29291,-1395,-704,6.591308594,-177.9876339,-1.509010486,FALSE,,FALSE,,25658,,35
708.822,5.046825002,-0.564453125,0.894042969,-0.029541016,11.02290076,-5.86259542,-144.3664122,28939,-1571,-754,6.041992188,-184.2164108,-1.619492204,FALSE,,FALSE,,25285,,35
708.827,5.051827876,-0.467773438,0.8671875,-0.054199219,11.35877863,-7.603053435,-135.1145038,28539,-1770,-579,5.272949219,-184.3563696,-1.247145703,FALSE,,FALSE,,24760,,35
708.832,5.056829362,-0.283691406,0.903320313,-0.043945313,14.38167939,-8.122137405,-121.6183206,28118,-1867,-451,4.789550781,-179.9622133,-0.973144503,FALSE,,FALSE,,24428,,35
708.837,5.061831495,-0.202148438,0.920410156,-0.052978516,15.69465649,-5.709923664,-117.3435115,27676,-1944,-327,4.086425781,-172.4835512,-0.707349938,FALSE,,FALSE,,23944,,36
708.842,5.066833333,-0.133544922,0.926025391,-0.051025391,17.34351145,-4.671755725,-112.9770992,27230,-1964,-251,3.603027344,-163.3626525,-0.543860045,FALSE,,FALSE,,23609,,36
708.847,5.071835725,-0.126464844,0.941894531,-0.072265625,18.53435115,-4.061068702,-108.2137405,26779,-1979,-185,2.943847656,-153.7447023,-0.401739893,FALSE,,FALSE,,23152,,35
708.852,5.076837248,-0.141601563,0.955078125,-0.138916016,18.19847328,-2.992366412,-101.8625954,26330,-1975,-168,2.526367188,-144.1393256,-0.365316115,FALSE,,FALSE,,22861,,35
708.857,5.081839233,-0.117431641,0.976318359,-0.156494141,17.3740458,-3.450381679,-97.86259542,25880,-1980,-142,1.955078125,-134.6958473,-0.309328124,FALSE,,FALSE,,22462,,35
708.862,5.086839867,-0.099609375,0.958007813,-0.179199219,17.64885496,-3.450381679,-94.25954198,25434,-1969,-119,1.581542969,-125.5852882,-0.259514308,FALSE,,FALSE,,22201,,35
708.867,5.091841778,-0.129638672,0.990234375,-0.168212891,17.89312977,1.374045802,-90.80916031,24991,-1948,-83,1.054199219,-117.0671023,-0.181277308,FALSE,,FALSE,,21831,,36
708.872,5.096843394,-0.241699219,0.991699219,-0.232421875,15.69465649,0.641221374,-81.83206107,24557,-1905,-62,0.724609375,-109.2601032,-0.135532657,FALSE,,FALSE,,21600,,36
708.877,5.101845435,-0.289794922,0.993164063,-0.256347656,14.71755725,1.435114504,-76.70229008,24134,-1863,-35,0.28515625,-102.0068462,-0.076596789,FALSE,,FALSE,,21290,,36
708.882,5.106847513,-0.329833984,1.010986328,-0.301269531,13.4351145,0.946564885,-70.90076336,23727,-1786,-17,0.043457031,-94.98535615,-0.037226134,FALSE,,FALSE,,21120,,36
708.887,5.111849739,-0.359130859,1.016601563,-0.318603516,11.57251908,0.580152672,-65.2519084,23335,-1719,7,-0.308105469,-87.97051485,0.015341254,FALSE,,FALSE,,20872,,36
708.892,5.116850724,-0.355712891,1.026855469,-0.352539063,5.893129771,-2.076335878,-53.98473282,22957,-1650,8,-0.505859375,-80.9939224,0.017541127,FALSE,,FALSE,,20732,,36
708.897,5.121852988,-0.319091797,1.033203125,-0.384765625,3.022900763,-2.992366412,-48.64122137,22596,-1586,42,-0.791503906,-74.16102984,0.092153655,FALSE,,FALSE,,20531,,35
708.902,5.126854566,-0.283935547,1.016357422,-0.371826172,0.488549618,-3.20610687,-45.06870229,22250,-1514,56,-0.9453125,-67.52792445,0.122916622,FALSE,,FALSE,,20422,,35
708.907,5.131856551,-0.211181641,1.026611328,-0.368652344,-2.076335878,-3.419847328,-41.40458015,21922,-1442,79,-1.143066406,-61.02627133,0.173482053,FALSE,,FALSE,,20282,,35
708.912,5.136857796,-0.145996094,1.014892578,-0.328613281,-7.541984733,-3.175572519,-35.9389313,21611,-1357,87,-1.274902344,-54.68994074,0.191109959,FALSE,,FALSE,,20189,,35
708.917,5.141859578,-0.116210938,1.023681641,-0.312255859,-9.404580153,-2.717557252,-34.13740458,21314,-1280,103,-1.450683594,-48.79214543,0.226351536,FALSE,,FALSE,,20064,,36
708.922,5.146861804,-0.105224609,1.01953125,-0.290771484,-11.14503817,-3.083969466,-32.24427481,21039,-1205,125,-1.560546875,-43.47288176,0.274770491,FALSE,,FALSE,,19986,,36
708.927,5.151863419,-0.089599609,1.022460938,-0.260742188,-12.76335878,-3.267175573,-30.16793893,20782,-1119,129,-1.692382813,-38.68720418,0.28365237,FALSE,,FALSE,,19893,,36
708.932,5.156864682,-0.134765625,0.989501953,-0.196289063,-13.46564885,-3.389312977,-26.41221374,20548,-1019,130,-1.780273438,-34.36342198,0.285911186,FALSE,,FALSE,,19831,,36
708.937,5.161867094,-0.122802734,1.006591797,-0.140625,-14.13740458,-3.511450382,-25.09923664,20333,-929,134,-1.912109375,-30.5949645,0.294801183,FALSE,,FALSE,,19737,,36
708.942,5.16686882,-0.104248047,0.955566406,-0.112060547,-14.6259542,-3.72519084,-23.75572519,20139,-842,120,-1.956054688,-27.30888467,0.264028746,FALSE,,FALSE,,19706,,36
708.947,5.171871565,-0.097412109,0.992431641,-0.099609375,-14.38167939,-4.519083969,-22.47328244,19966,-748,151,-2.043945313,-24.24313275,0.332305858,FALSE,,FALSE,,19644,,36
708.952,5.176873161,-0.034667969,0.995117188,-0.085693359,-11.75572519,-5.709923664,-20.82442748,19820,-625,189,-2.131835938,-21.56497093,0.416019734,FALSE,,FALSE,,19581,,36
708.957,5.181875165,0.005615234,0.963134766,-0.074462891,-10.65648855,-6.595419847,-21.52671756,19700,-507,315,-2.219726563,-19.5270506,0.693511642,FALSE,,FALSE,,19519,,35
708.962,5.186876151,0.069091797,0.96484375,-0.02734375,-8.854961832,-6.717557252,-22.19847328,19619,-338,380,-2.263671875,-17.88694936,0.836704941,FALSE,,FALSE,,19488,,35
708.967,5.191878433,0.080078125,0.978515625,-0.000488281,-7.083969466,-5.801526718,-22.71755725,19572,-201,281,-2.373535156,-16.54548804,0.618883476,FALSE,,FALSE,,19410,,36
708.972,5.196879418,0.047363281,0.954345703,-0.022705078,-4.213740458,-4.366412214,-24.0610687,19548,-100,34,-2.439453125,-15.67983809,0.074894474,FALSE,,FALSE,,19363,,36
708.977,5.201881144,0.033203125,0.960205078,-0.03515625,-2.748091603,-3.053435115,-24.85496183,19528,-88,-120,-2.52734375,-15.18889115,-0.264388862,FALSE,,FALSE,,19301,,35
708.982,5.206882056,0.01171875,0.958496094,-0.043701172,-1.435114504,-3.572519084,-25.74045802,19502,-117,-229,-2.593261719,-14.88944304,-0.504621409,FALSE,,FALSE,,19254,,35
708.987,5.211884541,0.029785156,0.969970703,-0.053222656,-0.030534351,-4.396946565,-26.41221374,19470,-149,-309,-2.747070313,-15.00163964,-0.681158166,FALSE,,FALSE,,19145,,35
708.992,5.216885749,0.058349609,0.975097656,-0.084228516,1.435114504,-2.503816794,-28.61068702,19422,-225,-301,-2.834960938,-15.72185999,-0.663662066,FALSE,,FALSE,,19082,,35
708.997,5.221888123,0.068847656,0.970703125,-0.118896484,1.832061069,-2.259541985,-30.13740458,19357,-287,-228,-2.944824219,-16.68592252,-0.50283916,FALSE,,FALSE,,19004,,36
709.002,5.226889238,0.084472656,0.977783203,-0.132568359,2.442748092,-2.625954198,-32.0610687,19285,-319,-219,-3.0546875,-17.64067015,-0.483116736,FALSE,,FALSE,,18926,,36
709.007,5.231890687,0.103271484,0.998046875,-0.145751953,2.320610687,-2.442748092,-33.74045802,19209,-341,-212,-3.186523438,-18.68925943,-0.467821593,FALSE,,FALSE,,18832,,36
709.012,5.236892135,0.109619141,0.987548828,-0.205078125,1.374045802,-4.396946565,-37.95419847,19132,-336,-205,-3.340332031,-19.97856833,-0.452540434,FALSE,,FALSE,,18723,,36
709.017,5.241894732,0.108886719,1.005859375,-0.215332031,0.519083969,-5.618320611,-40.36641221,19052,-347,-189,-3.516113281,-21.67171638,-0.417394879,FALSE,,FALSE,,18598,,36
709.022,5.246896569,0.106689453,0.997802734,-0.220947266,-0.122137405,-5.221374046,-42.29007634,18968,-371,-163,-3.647949219,-23.57610782,-0.360088457,FALSE,,FALSE,,18504,,36
709.027,5.251898425,0.112060547,0.996337891,-0.234375,-1.129770992,-3.114503817,-44.33587786,18880,-396,-162,-3.845703125,-25.46299419,-0.358047742,FALSE,,FALSE,,18363,,36
709.032,5.256899836,0.108642578,0.996337891,-0.242675781,-3.297709924,2.351145038,-47.81679389,18786,-405,-189,-4.021484375,-27.45184446,-0.417896994,FALSE,,FALSE,,18238,,36
709.037,5.261901952,0.096923828,1.002197266,-0.234375,-4.427480916,4.458015267,-49.16030534,18691,-424,-197,-4.28515625,-29.7876031,-0.435858722,FALSE,,FALSE,,18051,,36
709.042,5.26690377,0.072753906,0.991699219,-0.2265625,-5.312977099,5.923664122,-50.90076336,18590,-449,-204,-4.482910156,-32.51124029,-0.45155802,FALSE,,FALSE,,17910,,36
709.047,5.271905941,0.020751953,0.984619141,-0.209472656,-5.709923664,5.282442748,-52.0610687,18483,-478,-207,-4.768554688,-35.44135873,-0.458509073,FALSE,,FALSE,,17706,,36
709.052,5.276907019,0.004638672,0.967773438,-0.188476563,-6.320610687,-0.366412214,-55.11450382,18371,-491,-247,-4.944335938,-38.26851768,-0.547337746,FALSE,,FALSE,,17581,,36
709.057,5.281909356,-0.051513672,0.986328125,-0.17578125,-6.900763359,2.961832061,-54.96183206,18253,-526,-259,-5.273925781,-40.89078491,-0.574376818,FALSE,,FALSE,,17346,,36
709.062,5.286910101,-0.105957031,0.986572266,-0.165527344,-7.572519084,0.030534351,-55.26717557,18123,-571,-247,-5.427734375,-43.2592457,-0.547963905,FALSE,,FALSE,,17237,,36
709.067,5.291911846,-0.112548828,0.980224609,-0.172119141,-7.633587786,0.396946565,-54.6870229,17987,-600,-238,-5.757324219,-45.1864037,-0.52840847,FALSE,,FALSE,,17002,,36
709.072,5.296913757,-0.165283203,0.983154297,-0.159912109,-7.511450382,-1.496183206,-52.82442748,17845,-627,-229,-5.933105469,-46.76397319,-0.508637288,FALSE,,FALSE,,16877,,36
709.077,5.301916132,-0.182861328,0.979248047,-0.145751953,-7.694656489,-2.900763359,-52.45801527,17695,-663,-208,-6.196777344,-47.81408796,-0.462280446,FALSE,,FALSE,,16689,,36
709.082,5.30691758,-0.160644531,0.946044922,-0.133544922,-8.061068702,-3.053435115,-51.69465649,17541,-669,-201,-6.39453125,-48.26504554,-0.446930554,FALSE,,FALSE,,16548,,36
709.087,5.311920251,-0.161621094,0.998779297,-0.122070313,-8.366412214,-3.786259542,-50.38167939,17385,-694,-172,-6.680175781,-48.47201969,-0.38270438,FALSE,,FALSE,,16344,,36
709.092,5.31692144,-0.142578125,0.969970703,-0.133789063,-8.152671756,-4.091603053,-48.51908397,17224,-701,-158,-6.855957031,-48.50588776,-0.351698767,FALSE,,FALSE,,16219,,36
709.097,5.321923722,-0.138427734,0.98828125,-0.128662109,-8.030534351,-3.786259542,-48.09160305,17063,-709,-160,-7.075683594,-48.07298532,-0.356333678,FALSE,,FALSE,,16062,,36
709.102,5.326925189,-0.124511719,0.976806641,-0.1328125,-7.938931298,-3.847328244,-47.60305344,16901,-720,-164,-7.251464844,-47.11072451,-0.365391936,FALSE,,FALSE,,15937,,36
709.107,5.331927434,-0.124755859,0.984375,-0.140136719,-8.183206107,-3.72519084,-47.38931298,16739,-713,-156,-7.493164063,-45.97451762,-0.347763777,FALSE,,FALSE,,15765,,36
709.112,5.336929419,-0.113037109,0.994873047,-0.155517578,-7.847328244,-3.908396947,-47.20610687,16577,-712,-137,-7.668945313,-44.90628256,-0.30553285,FALSE,,FALSE,,15640,,36
709.117,5.341931219,-0.09765625,1.004394531,-0.170654297,-8.122137405,-4.366412214,-47.05343511,16415,-717,-123,-7.888671875,-43.87919938,-0.274450523,FALSE,,FALSE,,15483,,36
709.122,5.34693276,-0.091552734,1.015625,-0.181152344,-8.702290076,-5.801526718,-47.29770992,16257,-696,-149,-8.042480469,-42.7845042,-0.332583026,FALSE,,FALSE,,15374,,36
709.127,5.351935783,-0.07421875,0.998779297,-0.19921875,-9.221374046,-7.633587786,-48.09160305,16096,-701,-140,-8.262207031,-41.64612965,-0.312653061,FALSE,,FALSE,,15217,,36
709.132,5.356937287,-0.037597656,0.998046875,-0.227539063,-11.75572519,-12.18320611,-51.45038168,15939,-685,-151,-8.416015625,-40.57119084,-0.337338494,FALSE,,FALSE,,15108,,36
709.137,5.36193892,-0.018554688,1.015136719,-0.233642578,-13.67938931,-15.54198473,-53.3740458,15784,-675,-124,-8.657714844,-39.71154716,-0.277174094,FALSE,,FALSE,,14936,,36
709.142,5.366940332,0.010253906,1.033691406,-0.250244141,-16,-19.45038168,-56.18320611,15632,-663,-102,-8.833496094,-39.23555547,-0.228090261,FALSE,,FALSE,,14810,,36
709.147,5.371941817,0.077392578,1.011230469,-0.270996094,-17.64885496,-21.40458015,-58.6870229,15482,-659,-127,-9.075195313,-39.13211459,-0.284152334,FALSE,,FALSE,,14639,,36
709.152,5.376943377,0.135498047,1.049072266,-0.290771484,-20.21374046,-22.87022901,-67.29770992,15336,-651,-143,-9.250976563,-39.27591953,-0.320079874,FALSE,,FALSE,,14513,,36
709.157,5.381945881,0.149414063,1.029785156,-0.274414063,-21.98473282,-25.16030534,-70.96183206,15195,-623,-153,-9.470703125,-39.47848661,-0.34263506,FALSE,,FALSE,,14357,,36
709.162,5.386947663,0.155029297,1.053955078,-0.253662109,-24.36641221,-27.35877863,-74.38167939,15052,-628,-155,-9.624511719,-39.52595403,-0.347235696,FALSE,,FALSE,,14248,,36
709.167,5.391950167,0.179199219,1.061035156,-0.276611328,-25.95419847,-29.2519084,-78.29007634,14910,-617,-145,-9.91015625,-39.64664876,-0.325044454,FALSE,,FALSE,,14045,,36
709.172,5.396952078,0.301757813,1.097412109,-0.259033203,-28.1221374,-25.46564885,-85.19083969,14769,-614,-157,-10.12988281,-40.33415399,-0.352120029,FALSE,,FALSE,,13889,,36
709.177,5.401954471,0.365478516,1.156005859,-0.264892578,-29.52671756,-14.10687023,-87.78625954,14626,-637,-154,-10.4375,-41.68298223,-0.345631744,FALSE,,FALSE,,13670,,36
709.182,5.406955642,0.129394531,1.130126953,-0.145751953,-29.98473282,-28.97709924,-93.06870229,14486,-620,-175,-10.65722656,-43.43585194,-0.392957691,FALSE,,FALSE,,13515,,36
709.187,5.411957886,0.431152344,1.104736328,-0.156005859,-29.77099237,-19.63358779,-96.61068702,14345,-622,-217,-10.94287109,-45.2187832,-0.487579921,FALSE,,FALSE,,13312,,36
709.192,5.41695965,0.322753906,1.13671875,-0.059326172,-27.9389313,-11.96946565,-107.0839695,14199,-641,-194,-11.16259766,-46.78950846,-0.43611513,FALSE,,FALSE,,13156,,36
709.197,5.42196145,0.299560547,1.109863281,-0.041992188,-27.45038168,-9.86259542,-110.7175573,14050,-654,-190,-11.51416016,-48.36272421,-0.427457524,FALSE,,FALSE,,12907,,36
709.202,5.426962435,0.220214844,1.127685547,-0.024414063,-26.71755725,-10.71755725,-114.870229,13901,-663,-208,-11.71191406,-49.98766933,-0.468158737,FALSE,,FALSE,,12767,,36
709.207,5.431964402,0.179443359,1.112060547,-0.022216797,-25.77099237,-9.557251908,-117.8320611,13747,-684,-204,-11.99755859,-51.16222578,-0.459445512,FALSE,,FALSE,,12565,,36
709.212,5.436965666,0.081787109,1.159423828,-0.01171875,-22.35114504,-9.954198473,-121.9236641,13591,-688,-250,-12.1953125,-51.68879765,-0.563291057,FALSE,,FALSE,,12425,,36
709.217,5.441968336,0.056152344,1.194824219,0.0078125,-20.64122137,-10.93129771,-122.8396947,13425,-736,-230,-12.48095703,-51.75748226,-0.518552362,FALSE,,FALSE,,12223,,36
709.222,5.446969877,0.057861328,1.218017578,0.025878906,-19.23664122,-11.96946565,-123.0839695,13255,-755,-199,-12.65673828,-51.43872553,-0.448832771,FALSE,,FALSE,,12099,,36
709.227,5.451971418,0.05078125,1.262207031,0.033203125,-17.80152672,-13.46564885,-122.8091603,13082,-765,-193,-12.81054688,-50.27929069,-0.435445943,FALSE,,FALSE,,11991,,36
709.232,5.456973108,0.049316406,1.229736328,0.005126953,-16.0610687,-18.19847328,-124.1221374,12908,-767,-179,-12.8984375,-47.79125729,-0.40393633,FALSE,,FALSE,,11929,,36
709.237,5.461975463,0.066650391,1.223388672,-0.012207031,-15.66412214,-20,-124.7022901,12736,-765,-168,-12.96435547,-43.94494167,-0.379167662,FALSE,,FALSE,,11882,,36
709.242,5.466977245,0.086425781,1.246826172,-0.017822266,-15.66412214,-20.79389313,-126.259542,12561,-764,-115,-12.94238281,-38.74216472,-0.259536922,FALSE,,FALSE,,11898,,36
709.247,5.471978823,0.111816406,1.229736328,-0.033691406,-16.24427481,-22.13740458,-128.3053435,12393,-740,-102,-12.92041016,-32.29306349,-0.230186989,FALSE,,FALSE,,11913,,36
709.252,5.476980438,0.205078125,1.221435547,-0.066162109,-16.79389313,-20,-134.2900763,12230,-714,-81,-12.87646484,-25.12142402,-0.182778108,FALSE,,FALSE,,11944,,36
709.257,5.481982128,0.2578125,1.185791016,-0.101318359,-16.58015267,-16.76335878,-138.0458015,12080,-655,0,-12.81054688,-17.79773522,0,FALSE,,FALSE,,11991,,36
709.262,5.486983928,0.272705078,1.224365234,-0.119628906,-16.21374046,-14.65648855,-140.1221374,11947,-572,187,-12.74462891,-10.7000957,0.421848252,FALSE,,FALSE,,12037,,36
709.267,5.491986617,0.256347656,1.311767578,-0.123535156,-16.54961832,-12.64122137,-143.1450382,11858,-366,565,-12.61279297,-3.964583281,1.274202056,FALSE,,FALSE,,12130,,36
709.272,5.496988047,0.229492188,1.309570313,-0.206054688,-16.18320611,-8.122137405,-149.6183206,11839,-51,766,-12.52490234,2.350619244,1.72717074,FALSE,,FALSE,,12192,,36
709.277,5.501989644,0.179443359,1.339599609,-0.241699219,-15.57251908,-6.41221374,-150.9618321,11875,179,514,-12.30517578,8.330218176,1.158405757,FALSE,,FALSE,,12347,,36
709.282,5.506991296,0.121337891,1.372802734,-0.261230469,-15.14503817,-6.13740458,-153.1908397,11933,270,406,-12.15136719,14.23201419,0.914696322,FALSE,,FALSE,,12456,,36
709.287,5.511993726,0.117675781,1.392578125,-0.286865234,-15.41984733,-7.114503817,-156.8854962,12010,346,325,-11.88769531,20.05108435,0.731782381,FALSE,,FALSE,,12643,,36
709.292,5.5169956,0.111816406,1.400390625,-0.361816406,-17.89312977,-13.89312977,-160.3664122,12094,371,309,-11.64599609,25.87917398,0.695384271,FALSE,,FALSE,,12814,,36
709.297,5.521998511,0.095214844,1.389404297,-0.403564453,-19.17557252,-19.05343511,-161.7709924,12192,432,287,-11.27246094,32.03917044,0.645338746,FALSE,,FALSE,,13078,,36
709.302,5.526999738,0.083007813,1.409912109,-0.427246094,-20.45801527,-23.38931298,-164.1526718,12300,487,281,-11.00878906,38.44672388,0.631475451,FALSE,,FALSE,,13265,,36
709.307,5.532001816,0.064941406,1.445556641,-0.428710938,-21.67938931,-27.14503817,-166.9923664,12420,535,277,-10.50341797,45.11610625,0.621780633,FALSE,,FALSE,,13624,,36
709.312,5.537003653,0.025878906,1.531005859,-0.402832031,-22.16793893,-40.36641221,-172.4274809,12547,572,306,-10.10791016,52.47672217,0.686263495,FALSE,,FALSE,,13904,,36
709.317,5.542005509,0.028564453,1.534423828,-0.385253906,-20.97709924,-48.15267176,-173.9236641,12686,618,305,-9.492675781,60.66018478,0.683064921,FALSE,,FALSE,,14342,,35
709.322,5.547007568,0.028808594,1.527099609,-0.316162109,-19.05343511,-56.27480916,-174.8396947,12838,674,363,-9.009277344,69.5082883,0.812060683,FALSE,,FALSE,,14685,,35
709.327,5.552009776,0.018066406,1.552734375,-0.242431641,-16.61068702,-65.55725191,-175.8167939,13006,742,413,-8.218261719,79.13094522,0.922232814,FALSE,,FALSE,,15248,,35
709.332,5.557011725,-0.022705078,1.5625,-0.091796875,-13.4351145,-85.98473282,-181.3435115,13198,852,544,-7.625,89.62468252,1.213086778,FALSE,,FALSE,,15671,,35
709.337,5.562014155,0.041259766,1.640136719,0.015869141,-12.58015267,-88.33587786,-185.2824427,13421,990,543,-6.614257813,101.157945,1.208002172,FALSE,,FALSE,,16391,,35
709.342,5.567015492,0.173583984,1.672607422,0.092529297,-8.977099237,-81.06870229,-192.519084,13673,1131,636,-5.977050781,113.4904853,1.412780763,FALSE,,FALSE,,16845,,35
709.347,5.572017551,0.254150391,1.854980469,0.160400391,-3.083969466,-77.16030534,-201.8625954,13961,1283,572,-5.054199219,125.1684141,1.267848715,FALSE,,FALSE,,17503,,36
709.352,5.577019185,0.381347656,2.083251953,0.218994141,4.732824427,-79.45038168,-211.0534351,14283,1443,784,-4.438964844,135.0470935,1.735218476,FALSE,,FALSE,,17941,,36
709.357,5.582020893,0.286621094,2.152832031,0.221923828,7.053435115,-81.3740458,-211.7862595,14648,1622,683,-3.362304688,143.5077749,1.507811179,FALSE,,FALSE,,18707,,36
709.362,5.587022415,0.108398438,2.278808594,0.229492188,7.083969466,-82.6870229,-216.4885496,15046,1765,622,-2.593261719,151.6149428,1.370631076,FALSE,,FALSE,,19254,,36
709.367,5.592024401,-0.069091797,2.418457031,0.187744141,5.770992366,-81.77099237,-226.0763359,15476,1910,495,-1.494628906,159.5501634,1.087920004,FALSE,,FALSE,,20033,,36
709.372,5.597025534,0.085205078,2.188232422,-0.235351563,7.541984733,-80.61068702,-233.0076336,15931,2020,585,-0.791503906,166.5611275,1.283568769,FALSE,,FALSE,,20531,,36
709.377,5.602028316,0.0859375,2.098144531,-0.431152344,4.763358779,-84.67175573,-226.1374046,16424,2179,570,0.263183594,171.9748185,1.247501528,FALSE,,FALSE,,21275,,36
709.382,5.607030024,0.100097656,2.241455078,-0.469238281,-2.13740458,-84.64122137,-224.7938931,16942,2297,624,1.054199219,176.1057092,1.362855907,FALSE,,FALSE,,21831,,36
709.387,5.612031861,0.048095703,2.358154297,-0.523925781,-11.8778626,-79.60305344,-226.1679389,17488,2405,477,2.130859375,179.5233102,1.038522886,FALSE,,FALSE,,22585,,36
709.392,5.617032921,0.069580078,2.176757813,-0.748535156,-25.06870229,-82.19847328,-213.740458,18044,2462,436,2.833984375,181.9441231,0.947143404,FALSE,,FALSE,,23075,,36
709.397,5.622035647,0.158691406,2.024414063,-0.862304688,-30.41221374,-84.73282443,-203.6641221,18612,2503,405,4.020507813,183.6194291,0.87627765,FALSE,,FALSE,,23898,,36
709.402,5.627037095,0.005859375,1.846435547,-0.793457031,-35.66412214,-89.00763359,-191.389313,19192,2555,490,4.943359375,186.0058746,1.056709409,FALSE,,FALSE,,24534,,36
