state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,genvar_0,genvar_1,genvar_2,genvar_3,genvar_4,genvar_5,genvar_6,genvar_7,genvar_8,genvar_9,ank_ang,ank_vel,sys_time,event flags
444058,6184,-5310,38,54,18,20,13603,1,0,4,0,19818,66,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,2009,0
444063,6186,-5364,70,53,22,24,13602,-7,6,5,0,19820,61,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444063,0
444068,6182,-5370,48,46,18,18,13603,-1,-2,5,0,19820,61,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444068,0
444073,6186,-5372,40,47,21,17,13601,-5,1,5,0,19819,65,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444073,0
444078,6194,-5372,54,53,22,12,13603,-2,3,6,0,19819,65,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444078,0
444083,6142,-5396,60,49,21,16,13603,0,-1,5,0,19816,71,30,66,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,444083,0
444088,6158,-5390,40,50,7,16,13602,1,6,9,0,19816,71,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444088,0
444093,6134,-5402,70,57,12,15,13603,2,4,10,0,19814,73,30,66,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,444093,0
444098,6128,-5382,56,60,9,12,13601,0,0,7,0,19814,73,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444098,0
444103,6154,-5392,34,63,7,7,13602,2,4,5,0,19812,77,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444103,0
444108,6150,-5400,50,66,8,11,13603,5,-2,5,0,19812,77,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444108,0
444113,6162,-5386,44,68,11,12,13601,-10,0,5,0,19812,84,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444113,0
444118,6144,-5420,44,74,15,8,13603,6,3,7,0,19812,84,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444118,0
444123,6172,-5382,68,75,13,8,13602,1,0,9,0,19811,90,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444123,0
444128,6142,-5404,58,78,16,3,13602,4,2,7,0,19811,90,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444128,0
444133,6140,-5384,60,75,22,4,13602,-2,0,7,0,19812,85,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444133,0
444138,6166,-5406,52,85,22,-3,13601,5,2,8,0,19812,85,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444138,0
444143,6134,-5384,56,88,27,2,13601,0,2,8,0,19812,79,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444143,0
444148,6140,-5446,38,91,24,-4,13601,5,0,7,0,19812,79,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444148,0
444153,6138,-5446,50,88,22,2,13601,-3,-2,9,0,19812,71,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444153,0
444158,6100,-5462,48,95,19,-5,13601,2,4,8,0,19812,71,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444158,0
444163,6132,-5454,46,95,22,-1,13601,3,1,7,0,19813,69,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444163,0
444168,6130,-5462,56,109,11,-7,13600,1,2,8,0,19813,69,30,66,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,444168,0
444173,6102,-5448,64,113,12,-2,13601,3,-1,8,0,19811,66,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444173,0
444178,6110,-5440,70,113,7,-9,13598,-5,-4,8,0,19811,66,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444178,0
444183,6110,-5438,56,124,7,-9,13600,2,1,9,0,19812,65,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444183,0
444188,6128,-5408,58,122,7,-11,13600,7,-1,8,0,19812,65,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444188,0
444193,6112,-5406,78,125,13,-12,13599,-2,1,11,0,19812,65,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444193,0
444198,6152,-5408,62,129,13,-17,13599,0,1,10,0,19812,65,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444198,0
444203,6148,-5390,78,137,12,-16,13598,0,0,8,0,19815,79,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444203,0
444208,6162,-5400,78,134,17,-20,13598,-3,3,10,0,19815,79,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444208,0
444213,6180,-5432,98,134,24,-19,13598,-1,2,9,0,19814,75,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444213,0
444218,6148,-5446,98,131,22,-16,13598,5,4,9,0,19814,75,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444218,0
444223,6136,-5452,86,129,22,-15,13597,1,2,10,0,19815,77,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444223,0
444228,6128,-5484,94,128,27,-7,13598,0,4,8,0,19815,77,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444228,0
444233,6108,-5490,116,125,28,0,13597,7,5,7,0,19814,68,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444233,0
444238,6104,-5458,112,130,28,5,13596,-10,2,6,0,19814,68,30,66,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,444238,0
444243,6084,-5500,94,128,32,11,13597,0,-3,6,0,19813,67,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444243,0
444248,6098,-5422,122,139,27,9,13596,-4,-4,5,0,19813,67,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444248,0
444253,6118,-5424,92,135,28,14,13597,3,3,6,0,19812,74,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444253,0
444258,6094,-5416,152,144,22,18,13598,0,-2,5,0,19812,74,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444258,0
444263,6114,-5414,134,147,17,8,13596,-2,4,6,0,19813,81,30,66,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,444263,0
444268,6116,-5410,146,129,25,31,13598,3,0,6,0,19813,81,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444268,0
444273,6126,-5458,138,144,34,25,13596,0,0,4,0,19813,80,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444273,0
444278,6134,-5432,136,140,28,31,13596,-1,-1,5,0,19813,80,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444278,0
444283,6132,-5402,144,145,33,26,13596,-13,-6,6,0,19814,78,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444283,0
444288,6238,-5386,100,189,0,-8,13597,2,2,8,0,19814,78,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444288,0
444293,6202,-5356,92,180,-9,-13,13595,0,0,14,0,19814,78,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444293,0
444298,6224,-5360,132,175,-3,-13,13595,-5,-1,15,0,19814,78,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444298,0
444303,6176,-5406,126,179,-1,-19,13594,-5,-6,13,0,19813,83,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444303,0
444308,6126,-5438,162,189,-17,-20,13594,2,4,15,0,19813,83,30,66,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,444308,0
444313,6122,-5460,148,192,-16,-19,13594,0,1,12,0,19814,80,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444313,0
444318,6124,-5402,136,191,-25,-19,13593,-8,-1,11,0,19814,80,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444318,0
444323,6110,-5430,142,191,-23,-29,13591,-4,4,13,0,19814,68,30,66,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,444323,0
444328,6142,-5436,130,202,-22,-31,13592,-3,-4,12,0,19814,68,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444328,0
444333,6100,-5438,100,203,-21,-36,13592,0,-3,13,0,19814,64,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444333,0
444338,6134,-5436,138,204,-21,-40,13592,3,2,13,0,19814,64,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444338,0
444343,6104,-5418,134,207,-23,-38,13590,-2,2,13,0,19813,76,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444343,0
444348,6140,-5430,168,208,-28,-54,13589,-3,-2,12,0,19813,76,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444348,0
444353,6138,-5406,148,211,-21,-55,13588,-7,-7,14,0,19813,75,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444353,0
444358,6138,-5414,188,215,-31,-59,13588,-5,0,14,0,19813,75,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444358,0
444363,6152,-5368,168,215,-31,-65,13588,-1,2,13,0,19813,74,30,66,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,444363,0
