state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,genvar_0,genvar_1,genvar_2,genvar_3,genvar_4,genvar_5,genvar_6,genvar_7,genvar_8,genvar_9,ank_ang,ank_vel,sys_time,event flags
476508,3664,-7316,-774,17,-7,47,28874,5,0,0,0,19761,71,38,79,0,0,0,0,0,0,0,0,-32279,0,0,0,0,0,1672,0
476513,3644,-7310,-788,17,0,48,28872,-1,-3,0,0,19760,73,38,79,0,0,0,0,0,0,0,0,-32279,0,0,0,0,0,476513,0
476518,3624,-7304,-778,5,-4,47,28872,0,3,0,0,19760,73,38,79,0,0,0,0,0,0,0,0,-32279,0,0,0,0,0,476518,0
476523,3636,-7314,-744,9,-3,45,28874,14,-3,0,0,19759,71,38,79,0,0,0,0,0,0,0,0,-32279,0,0,0,0,0,476523,0
476528,3622,-7306,-756,8,-3,43,28873,1,-1,0,0,19759,71,38,79,0,0,0,0,0,0,0,0,-32279,0,0,0,0,0,476526,0
476533,3610,-7334,-748,9,-4,45,28872,-2,1,0,0,19757,65,38,79,0,0,0,0,0,0,0,0,-32279,0,0,0,0,0,476531,0
476538,3636,-7298,-750,7,-2,46,28873,-3,-2,0,0,19757,65,38,79,0,0,0,0,0,0,0,0,-32279,0,0,0,0,0,476535,0
476543,3666,-7290,-746,8,3,42,28874,7,2,1,0,19758,62,38,79,0,0,0,0,0,0,0,0,-32279,0,0,0,0,0,476540,0
476548,3648,-7300,-744,7,4,39,28871,3,-3,0,0,19758,62,38,79,0,0,0,0,0,0,0,0,-32279,0,0,0,0,0,476545,0
476553,3646,-7316,-726,8,3,41,28871,-1,1,0,0,19757,72,38,79,0,0,0,0,0,0,0,0,-32279,0,0,0,0,0,476550,0
476558,3640,-7320,-746,15,0,39,28872,1,1,0,0,19757,72,38,79,0,0,0,0,0,0,0,0,-32279,0,0,0,0,0,476555,0
476563,3592,-7284,-788,0,5,38,28872,2,7,-1,0,19758,73,38,79,0,0,0,0,0,0,0,0,-32280,0,0,0,0,0,476560,0
476568,3628,-7326,-772,3,3,36,28872,-5,2,0,0,19758,73,38,79,0,0,0,0,0,0,0,0,-32280,0,0,0,0,0,476565,0
