state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,genvar_0,genvar_1,genvar_2,genvar_3,genvar_4,genvar_5,genvar_6,genvar_7,genvar_8,genvar_9,ank_ang,ank_vel,sys_time,event flags
2463443,-830,-742,-8116,10,14,8,82909,2,-4,-3,0,183,7,35,144,0,6,0,0,0,0,0,0,-32289,0,0,0,0,0,1620,0
2463448,-838,-762,-8082,13,20,4,82911,1,1,-1,0,183,7,35,144,0,6,0,0,0,0,0,0,-32289,0,0,0,0,0,2463448,0
2463453,-826,-734,-8084,10,20,4,82910,2,1,-3,0,181,8,35,144,0,6,0,0,0,0,0,0,-32289,0,0,0,0,0,2463453,0
2463458,-830,-748,-8062,9,17,10,82908,-2,-4,0,0,181,8,35,144,0,6,0,0,0,0,0,0,-32288,0,0,0,0,0,2463458,0
2463463,-836,-756,-8058,1,19,7,82909,0,-2,-2,0,180,16,35,144,0,6,0,0,0,0,0,0,-32289,0,0,0,0,0,2463463,0
2463468,-842,-756,-8080,-6,13,14,82911,2,3,-4,0,180,16,35,144,0,6,0,0,0,0,0,0,-32289,0,0,0,0,0,2463467,0
2463473,-812,-762,-8082,-14,11,6,82910,3,1,-1,0,182,8,35,144,0,6,0,0,0,0,0,0,-32288,0,0,0,0,0,2463472,0
2463478,-830,-718,-8090,-17,11,15,82910,5,-3,-2,0,182,8,35,144,0,6,0,0,0,0,0,0,-32289,0,0,0,0,0,2463477,0
2463483,-842,-736,-8092,-16,12,13,82910,-3,0,0,0,181,-1,35,144,0,6,0,0,0,0,0,0,-32289,0,0,0,0,0,2463482,0
2463488,-842,-718,-8114,-6,6,13,82910,-3,4,0,0,181,-1,35,144,0,6,0,0,0,0,0,0,-32289,0,0,0,0,0,2463487,0
2463493,-850,-728,-8126,2,17,8,82910,0,-5,-3,0,182,-7,35,144,0,6,0,0,0,0,0,0,-32289,0,0,0,0,0,2463492,0
