state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,genvar_0,genvar_1,genvar_2,genvar_3,genvar_4,genvar_5,genvar_6,genvar_7,genvar_8,genvar_9,ank_ang,ank_vel,sys_time,event flags
279319,372,-8250,22,-17,-1,35,33689,5,0,-2,0,20751,78,30,75,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,1674,0
279324,362,-8248,44,-18,15,38,33689,2,-3,0,0,20751,78,30,75,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,279334,0
279329,362,-8238,16,-14,10,32,33689,1,4,1,0,20752,77,30,75,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,279342,0
279334,374,-8238,36,-16,11,33,33689,3,-3,-1,0,20752,77,30,75,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,279349,0
279339,354,-8234,40,-15,10,27,33688,2,-3,-4,0,20752,74,30,75,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,279354,0
279344,368,-8202,22,-13,15,29,33689,-4,-4,-1,0,20752,74,30,75,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,279359,0
279349,330,-8246,22,-15,10,30,33689,1,-1,-2,0,20750,73,30,75,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,279364,0
279354,352,-8226,34,-14,8,29,33688,-7,0,-3,0,20750,73,30,75,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,279369,0
279359,300,-8214,26,-11,13,22,33689,2,2,-3,0,20748,71,30,75,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,279374,0
279364,344,-8220,26,-12,10,26,33688,0,-3,-1,0,20748,71,30,75,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,279379,0
279369,352,-8240,32,-16,11,22,33688,-3,3,-2,0,20749,67,30,75,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,279384,0
279374,382,-8222,28,-20,9,20,33688,-7,0,-2,0,20749,67,30,75,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,279389,0
279379,354,-8230,34,-15,4,18,33689,3,2,-3,0,20749,63,30,75,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,279394,0
279384,360,-8224,24,-18,9,15,33688,-2,1,-2,0,20749,63,30,75,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,279399,0
279389,374,-8212,40,-21,11,10,33689,-1,1,-3,0,20749,67,30,75,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,279404,0
279394,378,-8224,18,-20,5,11,33689,4,1,-3,0,20749,67,30,75,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,279409,0
279399,354,-8204,14,-23,3,7,33687,-4,5,-3,0,20747,70,30,75,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,279414,0
279404,368,-8198,18,-25,4,10,33689,0,-4,-1,0,20747,70,30,75,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,279419,0
279409,414,-8216,24,-21,7,8,33690,7,-2,-1,0,20746,72,30,75,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,279424,0
279414,366,-8186,34,-22,10,9,33688,-2,7,-1,0,20746,72,30,75,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,279429,0
279419,422,-8188,14,-26,16,6,33689,1,-4,-2,0,20746,69,30,75,0,0,0,0,0,0,0,0,-32291,0,0,0,0,0,279434,0
279424,390,-8230,30,-16,16,13,33689,6,-6,-2,0,20746,69,30,75,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,279439,0
279429,432,-8174,2,-21,17,4,33689,0,3,-1,0,20746,70,30,75,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,279444,0
279434,404,-8200,34,-24,24,5,33689,1,0,1,0,20746,70,30,75,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,279449,0
279439,452,-8222,42,-21,27,4,33689,-3,-3,-3,0,20750,71,30,75,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,279454,0
279444,428,-8214,40,-22,41,12,33689,0,0,-2,0,20750,71,30,75,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,279459,0
279449,430,-8246,22,-22,48,3,33689,4,-2,-3,0,20752,62,30,75,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,279464,0
279454,426,-8236,20,-19,49,10,33689,5,1,-3,0,20752,62,30,75,0,0,0,0,0,0,0,0,-32292,0,0,0,0,0,279469,0
