state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,genvar_0,genvar_1,genvar_2,genvar_3,genvar_4,genvar_5,genvar_6,genvar_7,genvar_8,genvar_9,ank_ang,ank_vel,sys_time,event flags
1273306,7752,-2328,878,-18,40,-2,6881,-2,4,13,0,20048,64,32,72,0,0,0,0,0,0,0,0,-32288,0,0,0,0,0,1747,0
1273311,7764,-2326,888,-15,42,-3,6881,-6,1,13,0,20048,64,32,72,0,0,0,0,0,0,0,0,-32288,0,0,0,0,0,1273311,0
1273316,7738,-2328,910,-16,40,-1,6881,1,0,12,0,20050,67,32,72,0,0,0,0,0,0,0,0,-32288,0,0,0,0,0,1273316,0
1273321,7768,-2326,908,-15,34,3,6881,0,2,13,0,20050,67,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273321,0
1273326,7784,-2326,866,-9,39,-3,6883,6,1,13,0,20049,69,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273326,0
1273331,7760,-2350,884,-11,35,-2,6881,2,-1,14,0,20049,69,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273331,0
1273336,7722,-2330,878,-18,36,-2,6881,3,5,13,0,20047,75,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273336,0
1273341,7722,-2320,890,-10,40,1,6881,-5,-6,14,0,20047,75,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273341,0
1273346,7720,-2338,892,-9,29,3,6882,5,-1,12,0,20044,75,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273346,0
1273351,7696,-2330,876,-15,35,1,6882,1,-2,11,0,20044,75,32,72,0,0,0,0,0,0,0,0,-32288,0,0,0,0,0,1273351,0
1273356,7732,-2320,884,-12,32,-6,6882,4,-1,13,0,20046,80,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273356,0
1273361,7712,-2322,892,-13,36,-6,6882,3,0,14,0,20046,80,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273361,0
1273366,7718,-2318,884,-9,31,-6,6882,1,-4,13,0,20047,83,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273366,0
1273371,7728,-2346,890,-8,25,-6,6881,5,-7,15,0,20047,83,32,72,0,0,0,0,0,0,0,0,-32288,0,0,0,0,0,1273371,0
1273376,7716,-2354,908,-9,24,-10,6880,-5,-3,14,0,20047,85,32,72,0,0,0,0,0,0,0,0,-32288,0,0,0,0,0,1273376,0
1273381,7736,-2336,878,-9,23,-7,6882,-1,-3,14,0,20047,85,32,72,0,0,0,0,0,0,0,0,-32288,0,0,0,0,0,1273381,0
1273386,7728,-2346,904,-9,30,-6,6881,0,-1,13,0,20044,85,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273386,0
1273391,7740,-2348,906,-9,25,-9,6880,-1,4,13,0,20044,85,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273391,0
1273396,7756,-2350,918,-5,30,-15,6881,1,-3,13,0,20041,77,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273396,0
1273401,7742,-2362,920,0,28,-7,6881,-3,3,12,0,20041,77,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273401,0
1273406,7742,-2344,898,-3,30,-14,6881,-2,7,13,0,20041,78,32,72,0,0,0,0,0,0,0,0,-32288,0,0,0,0,0,1273406,0
1273411,7752,-2360,910,-1,35,-17,6882,1,0,13,0,20041,78,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273411,0
1273416,7728,-2336,908,5,40,-9,6881,0,0,13,0,20043,78,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273416,0
1273421,7718,-2362,924,6,33,-17,6881,-5,0,12,0,20043,78,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273421,0
1273426,7740,-2394,914,10,37,-18,6880,0,1,11,0,20047,87,32,72,0,0,0,0,0,0,0,0,-32288,0,0,0,0,0,1273426,0
1273431,7750,-2358,912,12,37,-18,6881,-2,2,11,0,20047,87,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273431,0
1273436,7716,-2354,886,16,33,-17,6882,6,1,10,0,20047,89,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273436,0
1273441,7742,-2338,908,19,35,-20,6884,8,2,12,0,20047,89,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273441,0
1273446,7726,-2362,906,19,30,-25,6882,7,4,11,0,20047,89,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273446,0
1273451,7772,-2326,900,16,35,-22,6884,6,-1,9,0,20047,89,32,72,0,0,0,0,0,0,0,0,-32288,0,0,0,0,0,1273451,0
1273456,7730,-2312,904,22,28,-24,6883,7,-5,11,0,20041,81,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273456,0
1273461,7728,-2320,904,16,23,-23,6883,3,-3,11,0,20041,81,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273461,0
1273466,7756,-2338,910,21,29,-22,6884,5,0,9,0,20039,79,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273466,0
1273471,7726,-2338,916,17,25,-25,6884,2,-6,9,0,20039,79,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273471,0
1273476,7754,-2300,894,24,22,-22,6884,2,3,8,0,20040,76,32,72,0,0,0,0,0,0,0,0,-32288,0,0,0,0,0,1273476,0
1273481,7774,-2296,904,21,26,-18,6884,5,0,9,0,20040,76,32,72,0,0,0,0,0,0,0,0,-32289,0,0,0,0,0,1273481,0
