state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,genvar_0,genvar_1,genvar_2,genvar_3,genvar_4,genvar_5,genvar_6,genvar_7,genvar_8,genvar_9,ank_ang,ank_vel,sys_time,event flags
369772,4078,-7078,274,-81,223,4,22931,-4,1,5,0,19725,60,31,69,0,0,0,0,0,0,0,0,-32290,0,0,0,0,0,1660,0
369777,4032,-7100,294,-80,227,2,22932,-5,-1,5,0,19725,60,31,69,0,0,0,0,0,0,0,0,-32290,0,0,0,0,0,369777,0
369782,4048,-7090,292,-82,227,-4,22930,-1,1,5,0,19724,56,31,69,0,0,0,0,0,0,0,0,-32290,0,0,0,0,0,369782,0
369787,4052,-7100,280,-82,226,6,22931,0,2,4,0,19724,56,31,69,0,0,0,0,0,0,0,0,-32290,0,0,0,0,0,369787,0
369792,4044,-7074,286,-85,233,3,22931,-1,-3,4,0,19724,50,31,69,0,0,0,0,0,0,0,0,-32290,0,0,0,0,0,369792,0
369797,4016,-7082,300,-85,232,0,22930,-5,3,5,0,19724,50,31,69,0,0,0,0,0,0,0,0,-32290,0,0,0,0,0,369796,0
369802,3986,-7142,304,-87,231,0,22931,4,3,7,0,19724,50,31,69,0,0,0,0,0,0,0,0,-32290,0,0,0,0,0,369801,0
369807,4004,-7112,290,-91,228,1,22930,0,-1,5,0,19724,50,31,69,0,0,0,0,0,0,0,0,-32290,0,0,0,0,0,369806,0
369812,4016,-7146,306,-90,231,1,22929,-2,-1,6,0,19724,56,31,69,0,0,0,0,0,0,0,0,-32290,0,0,0,0,0,369811,0
369817,3988,-7146,310,-90,226,4,22928,-5,-2,7,0,19724,56,31,69,0,0,0,0,0,0,0,0,-32290,0,0,0,0,0,369816,0
369822,3976,-7122,326,-89,226,0,22927,-10,2,8,0,19723,67,31,69,0,0,0,0,0,0,0,0,-32290,0,0,0,0,0,369821,0
