state_time,loop_time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,motor_angle,motor_velocity,motor_current,hip_angle,hip_velocity,hip_torque_from_current,did_heel_strike,gait_phase,did_toe_off,commanded_current,commanded_position,commanded_torque,commanded_voltage,temperature
198.975,11.508593489999953,-1.366455078125,0.411865234375,0.043212890625,-46.473282442748086,15.96946564885496,7.236641221374046,31163,633,2,-20.863386415441024,19583.7146336948,0.002628,False,,False,,,,,30
198.975,11.51059270799999,-1.366455078125,0.411865234375,0.043212890625,-46.473282442748086,15.96946564885496,7.236641221374046,31163,633,2,-20.863386415441024,19583.7146336948,0.002628,False,,False,,,,,30
198.975,11.512595314999999,-1.366455078125,0.411865234375,0.043212890625,-46.473282442748086,15.96946564885496,7.236641221374046,31163,633,2,-20.863386415441024,19583.7146336948,0.002628,False,,False,,,,,30
198.98000000000002,11.514595792000023,-1.359619140625,0.476806640625,-0.015380859375,-40.48854961832061,7.358778625954198,-0.33587786259541985,31322,717,0,-20.47035052676915,19586.158983808273,0.0,False,,False,,,,,30
198.98000000000002,11.516597805999936,-1.359619140625,0.476806640625,-0.015380859375,-40.48854961832061,7.358778625954198,-0.33587786259541985,31322,717,0,-20.47035052676915,19586.158983808273,0.0,False,,False,,,,,30
198.985,11.518601875999934,-1.360595703125,0.52587890625,-0.0517578125,-34.717557251908396,6.076335877862595,-4.305343511450381,31503,805,-3,-20.022932313878524,19589.246728921426,-0.003942,False,,False,,,,,30
198.985,11.520605872000033,-1.360595703125,0.52587890625,-0.0517578125,-34.717557251908396,6.076335877862595,-4.305343511450381,31503,805,-3,-20.022932313878524,19589.246728921426,-0.003942,False,,False,,,,,30
198.985,11.522606422999957,-1.360595703125,0.52587890625,-0.0517578125,-34.717557251908396,6.076335877862595,-4.305343511450381,31503,805,-3,-20.022932313878524,19589.246728921426,-0.003942,False,,False,,,,,30
198.99,11.52460875199995,-1.326416015625,0.524169921875,-0.08154296875,-30.3206106870229,7.022900763358779,-7.969465648854961,31697,851,0,-19.543379091222274,19592.96625002647,0.0,False,,False,,,,,30
198.99,11.526612526000008,-1.326416015625,0.524169921875,-0.08154296875,-30.3206106870229,7.022900763358779,-7.969465648854961,31697,851,0,-19.543379091222274,19592.96625002647,0.0,False,,False,,,,,30
198.995,11.52861889199994,-1.31396484375,0.532958984375,-0.092529296875,-27.84732824427481,9.374045801526718,-11.389312977099236,31900,893,3,-19.0415785541129,19597.26285745423,0.003942,False,,False,,,,,30
198.995,11.530621979999978,-1.31396484375,0.532958984375,-0.092529296875,-27.84732824427481,9.374045801526718,-11.389312977099236,31900,893,3,-19.0415785541129,19597.26285745423,0.003942,False,,False,,,,,30
198.995,11.532625382999981,-1.31396484375,0.532958984375,-0.092529296875,-27.84732824427481,9.374045801526718,-11.389312977099236,31900,893,3,-19.0415785541129,19597.26285745423,0.003942,False,,False,,,,,30
199.0,11.534626230999947,-1.198486328125,0.606689453125,-0.146240234375,-28.85496183206107,15.938931297709923,-13.679389312977099,32102,887,2,-18.54224994083165,19602.03406231277,0.002628,False,,False,,,,,30
199.0,11.536626855999998,-1.198486328125,0.606689453125,-0.146240234375,-28.85496183206107,15.938931297709923,-13.679389312977099,32102,887,2,-18.54224994083165,19602.03406231277,0.002628,False,,False,,,,,30
199.005,11.538629074000028,-1.153564453125,0.71630859375,-0.115478515625,-27.81679389312977,15.908396946564885,-13.648854961832061,32296,850,0,-18.0626967181754,19607.13168179017,0.0,False,,False,,,,,30
199.005,11.540628235999975,-1.153564453125,0.71630859375,-0.115478515625,-27.81679389312977,15.908396946564885,-13.648854961832061,32296,850,0,-18.0626967181754,19607.13168179017,0.0,False,,False,,,,,30
199.005,11.542629361999957,-1.153564453125,0.71630859375,-0.115478515625,-27.81679389312977,15.908396946564885,-13.648854961832061,32296,850,0,-18.0626967181754,19607.13168179017,0.0,False,,False,,,,,30
199.01,11.544631153999944,-1.065185546875,0.797119140625,-0.12646484375,-25.679389312977097,16.0,-12.335877862595419,32478,788,1,-17.61280658145665,19612.376797159413,0.001314,False,,False,,,,,29
199.01,11.546632500999976,-1.065185546875,0.797119140625,-0.12646484375,-25.679389312977097,16.0,-12.335877862595419,32478,788,1,-17.61280658145665,19612.376797159413,0.001314,False,,False,,,,,29
199.01500000000001,11.548637256000006,-0.9814453125,0.869140625,-0.126708984375,-24.793893129770993,16.030534351145036,-9.49618320610687,32643,722,0,-17.204939149816024,19617.58167412886,0.0,False,,False,,,,,29
199.01500000000001,11.550636233999967,-0.9814453125,0.869140625,-0.126708984375,-24.793893129770993,16.030534351145036,-9.49618320610687,32643,722,0,-17.204939149816024,19617.58167412886,0.0,False,,False,,,,,29
199.01500000000001,11.552637785000002,-0.9814453125,0.869140625,-0.126708984375,-24.793893129770993,16.030534351145036,-9.49618320610687,32643,722,0,-17.204939149816024,19617.58167412886,0.0,False,,False,,,,,29
199.02,11.554639168999984,-0.858642578125,0.850341796875,-0.14208984375,-20.702290076335878,12.854961832061068,-5.435114503816794,32795,658,-4,-16.829206727941024,19622.57182287524,-0.005256,False,,False,,,,,29
199.02,11.556640757999958,-0.858642578125,0.850341796875,-0.14208984375,-20.702290076335878,12.854961832061068,-5.435114503816794,32795,658,-4,-16.829206727941024,19622.57182287524,-0.005256,False,,False,,,,,29
199.025,11.558663660999969,-0.94189453125,0.75732421875,-0.11572265625,-5.770992366412213,6.595419847328244,-11.938931297709923,32923,562,-3,-16.512800477941024,19627.18995039659,-0.003942,False,,False,,,,,29
199.025,11.56064406400003,-0.94189453125,0.75732421875,-0.11572265625,-5.770992366412213,6.595419847328244,-11.938931297709923,32923,562,-3,-16.512800477941024,19627.18995039659,-0.003942,False,,False,,,,,29
199.025,11.562644837999983,-0.94189453125,0.75732421875,-0.11572265625,-5.770992366412213,6.595419847328244,-11.938931297709923,32923,562,-3,-16.512800477941024,19627.18995039659,-0.003942,False,,False,,,,,29
199.03,11.564646814999946,-0.87939453125,0.876220703125,-0.051025390625,2.748091603053435,8.946564885496183,-4.854961832061068,33028,451,-2,-16.2532484759879,19631.27932467654,-0.002628,False,,False,,,,,30
199.03,11.566648143999942,-0.87939453125,0.876220703125,-0.051025390625,2.748091603053435,8.946564885496183,-4.854961832061068,33028,451,-2,-16.2532484759879,19631.27932467654,-0.002628,False,,False,,,,,30
199.035,11.568664473000013,-0.852294921875,0.802490234375,-0.01806640625,0.366412213740458,1.618320610687023,-5.1603053435114505,33107,339,-1,-16.057966493566024,19634.694906399774,-0.001314,False,,False,,,,,30
199.035,11.570663301999957,-0.852294921875,0.802490234375,-0.01806640625,0.366412213740458,1.618320610687023,-5.1603053435114505,33107,339,-1,-16.057966493566024,19634.694906399774,-0.001314,False,,False,,,,,30
199.035,11.572665111999981,-0.852294921875,0.802490234375,-0.01806640625,0.366412213740458,1.618320610687023,-5.1603053435114505,33107,339,-1,-16.057966493566024,19634.694906399774,-0.001314,False,,False,,,,,30
199.04,11.574666275000027,-0.834716796875,0.719970703125,-0.00341796875,-6.137404580152672,2.198473282442748,-1.4351145038167938,33162,226,0,-15.922010683019149,19637.31966084849,0.0,False,,False,,,,,30
199.04,11.576670695999951,-0.834716796875,0.719970703125,-0.00341796875,-6.137404580152672,2.198473282442748,-1.4351145038167938,33162,226,0,-15.922010683019149,19637.31966084849,0.0,False,,False,,,,,30
199.04500000000002,11.578673618000039,-0.80322265625,0.734619140625,0.00341796875,-8.335877862595419,2.351145038167939,2.381679389312977,33194,136,3,-15.842909120519149,19639.070646210395,0.003942,False,,False,,,,,30
199.04500000000002,11.580673557999944,-0.80322265625,0.734619140625,0.00341796875,-8.335877862595419,2.351145038167939,2.381679389312977,33194,136,3,-15.842909120519149,19639.070646210395,0.003942,False,,False,,,,,30
199.04500000000002,11.582678386999987,-0.80322265625,0.734619140625,0.00341796875,-8.335877862595419,2.351145038167939,2.381679389312977,33194,136,3,-15.842909120519149,19639.070646210395,0.003942,False,,False,,,,,30
199.05,11.584678586999985,-0.709716796875,0.6904296875,-0.024658203125,-7.633587786259541,1.3740458015267174,2.778625954198473,33202,35,4,-15.823133729894149,19639.896454688016,0.005256,False,,False,,,,,30
199.05,11.586684452999975,-0.709716796875,0.6904296875,-0.024658203125,-7.633587786259541,1.3740458015267174,2.778625954198473,33202,35,4,-15.823133729894149,19639.896454688016,0.005256,False,,False,,,,,30
199.055,11.588686208000013,-0.72314453125,0.64990234375,0.028076171875,-3.114503816793893,-1.618320610687023,3.2671755725190836,33201,-9,2,-15.825605653722274,19639.792518459806,0.002628,False,,False,,,,,30
199.055,11.590684499999952,-0.72314453125,0.64990234375,0.028076171875,-3.114503816793893,-1.618320610687023,3.2671755725190836,33201,-9,2,-15.825605653722274,19639.792518459806,0.002628,False,,False,,,,,30
199.055,11.592687218000037,-0.72314453125,0.64990234375,0.028076171875,-3.114503816793893,-1.618320610687023,3.2671755725190836,33201,-9,2,-15.825605653722274,19639.792518459806,0.002628,False,,False,,,,,30
199.06,11.594687972999964,-0.698974609375,0.41943359375,0.005615234375,12.122137404580153,-7.541984732824427,-0.6717557251908397,33201,0,-11,-15.825605653722274,19638.83831204875,-0.014454,False,,False,,,,,30
199.06,11.596690061000004,-0.698974609375,0.41943359375,0.005615234375,12.122137404580153,-7.541984732824427,-0.6717557251908397,33201,0,-11,-15.825605653722274,19638.83831204875,-0.014454,False,,False,,,,,30
199.065,11.59869344599997,-0.743896484375,0.33154296875,0.034423828125,14.687022900763358,-10.320610687022901,-3.480916030534351,33201,1,-2,-15.825605653722274,19637.173564839715,-0.002628,False,,False,,,,,30
199.065,11.600692422999941,-0.743896484375,0.33154296875,0.034423828125,14.687022900763358,-10.320610687022901,-3.480916030534351,33201,1,-2,-15.825605653722274,19637.173564839715,-0.002628,False,,False,,,,,30
199.065,11.602691973999981,-0.743896484375,0.33154296875,0.034423828125,14.687022900763358,-10.320610687022901,-3.480916030534351,33201,1,-2,-15.825605653722274,19637.173564839715,-0.002628,False,,False,,,,,30
199.07,11.604694154999947,-0.651123046875,0.379638671875,0.032958984375,-2.900763358778626,-0.030534351145038167,9.31297709923664,33203,14,-2,-15.820661806066024,19634.943454161425,-0.002628,False,,False,,,,,30
199.07,11.606696262000014,-0.651123046875,0.379638671875,0.032958984375,-2.900763358778626,-0.030534351145038167,9.31297709923664,33203,14,-2,-15.820661806066024,19634.943454161425,-0.002628,False,,False,,,,,30
199.07500000000002,11.60870012800001,-0.69970703125,0.3271484375,-0.037109375,-11.48091603053435,-4.977099236641221,4.488549618320611,33215,55,0,-15.790998720128524,19632.297405620793,0.0,False,,False,,,,,30
199.07500000000002,11.610701679000044,-0.69970703125,0.3271484375,-0.037109375,-11.48091603053435,-4.977099236641221,4.488549618320611,33215,55,0,-15.790998720128524,19632.297405620793,0.0,False,,False,,,,,30
199.07500000000002,11.612700619999941,-0.69970703125,0.3271484375,-0.037109375,-11.48091603053435,-4.977099236641221,4.488549618320611,33215,55,0,-15.790998720128524,19632.297405620793,0.0,False,,False,,,,,30
199.08,11.614706300999956,-0.67236328125,0.340087890625,-0.102783203125,4.7328244274809155,-1.7404580152671756,3.450381679389313,33243,128,-2,-15.721784852941024,19629.409513272043,-0.002628,False,,False,,,,,29
199.08,11.61670424099998,-0.67236328125,0.340087890625,-0.102783203125,4.7328244274809155,-1.7404580152671756,3.450381679389313,33243,128,-2,-15.721784852941024,19629.409513272043,-0.002628,False,,False,,,,,29
199.085,11.618706884999938,-0.6484375,0.247802734375,-0.117431640625,7.175572519083969,-1.4045801526717556,3.480916030534351,33282,188,5,-15.625379823644149,19626.45588655126,0.0065699999999999995,False,,False,,,,,29
199.085,11.620708565999962,-0.6484375,0.247802734375,-0.117431640625,7.175572519083969,-1.4045801526717556,3.480916030534351,33282,188,5,-15.625379823644149,19626.45588655126,0.0065699999999999995,False,,False,,,,,29
199.085,11.62271022799996,-0.6484375,0.247802734375,-0.117431640625,7.175572519083969,-1.4045801526717556,3.480916030534351,33282,188,5,-15.625379823644149,19626.45588655126,0.0065699999999999995,False,,False,,,,,29
199.09,11.624710668000034,-0.700439453125,0.189697265625,-0.098388671875,5.49618320610687,0.7022900763358778,2.564885496183206,33337,253,-4,-15.489424013097274,19623.586703826953,-0.005256,False,,False,,,,,29
199.09,11.626711201000035,-0.700439453125,0.189697265625,-0.098388671875,5.49618320610687,0.7022900763358778,2.564885496183206,33337,253,-4,-15.489424013097274,19623.586703826953,-0.005256,False,,False,,,,,29
199.095,11.628714715000001,-0.6845703125,0.152099609375,-0.085693359375,1.4351145038167938,6.1679389312977095,2.381679389312977,33408,316,-5,-15.313917421300399,19620.93542087705,-0.0065699999999999995,False,,False,,,,,29
199.095,11.630714248000004,-0.6845703125,0.152099609375,-0.085693359375,1.4351145038167938,6.1679389312977095,2.381679389312977,33408,316,-5,-15.313917421300399,19620.93542087705,-0.0065699999999999995,False,,False,,,,,29
199.095,11.632718466000028,-0.6845703125,0.152099609375,-0.085693359375,1.4351145038167938,6.1679389312977095,2.381679389312977,33408,316,-5,-15.313917421300399,19620.93542087705,-0.0065699999999999995,False,,False,,,,,29
199.1,11.63471962799997,-0.7236328125,0.208740234375,-0.039794921875,3.9083969465648853,7.358778625954198,0.21374045801526717,33497,394,1,-15.093916200597274,19618.62314130491,0.001314,False,,False,,,,,30
199.1,11.636720068000045,-0.7236328125,0.208740234375,-0.039794921875,3.9083969465648853,7.358778625954198,0.21374045801526717,33497,394,1,-15.093916200597274,19618.62314130491,0.001314,False,,False,,,,,30
199.10500000000002,11.638720861000024,-0.73046875,0.18359375,-0.023681640625,5.068702290076335,6.931297709923664,-1.0381679389312977,33604,478,-1,-14.829420350987899,19616.753501792366,-0.001314,False,,False,,,,,30
199.10500000000002,11.640723116000004,-0.73046875,0.18359375,-0.023681640625,5.068702290076335,6.931297709923664,-1.0381679389312977,33604,478,-1,-14.829420350987899,19616.753501792366,-0.001314,False,,False,,,,,30
199.10500000000002,11.642721982000012,-0.73046875,0.18359375,-0.023681640625,5.068702290076335,6.931297709923664,-1.0381679389312977,33604,478,-1,-14.829420350987899,19616.753501792366,-0.001314,False,,False,,,,,30
199.11,11.644725810999944,-0.76806640625,0.184326171875,-0.0009765625,5.709923664122138,6.198473282442748,-2.229007633587786,33730,564,1,-14.517957948644149,19615.412224175052,0.001314,False,,False,,,,,30
199.11,11.646725935999939,-0.76806640625,0.184326171875,-0.0009765625,5.709923664122138,6.198473282442748,-2.229007633587786,33730,564,1,-14.517957948644149,19615.412224175052,0.001314,False,,False,,,,,30
199.115,11.648730412999953,-0.8056640625,0.19921875,0.02197265625,5.6183206106870225,4.152671755725191,-3.633587786259542,33875,640,-3,-14.159528993566024,19614.666999975976,-0.003942,False,,False,,,,,30
199.115,11.650730038999995,-0.8056640625,0.19921875,0.02197265625,5.6183206106870225,4.152671755725191,-3.633587786259542,33875,640,-3,-14.159528993566024,19614.666999975976,-0.003942,False,,False,,,,,30
199.115,11.652730145999953,-0.8056640625,0.19921875,0.02197265625,5.6183206106870225,4.152671755725191,-3.633587786259542,33875,640,-3,-14.159528993566024,19614.666999975976,-0.003942,False,,False,,,,,30
199.12,11.654731029999994,-0.8564453125,0.25,0.092041015625,1.465648854961832,1.4961832061068703,-5.099236641221374,34030,691,-7,-13.776380800206649,19614.551540400236,-0.009198,False,,False,,,,,30
199.12,11.656737562999979,-0.8564453125,0.25,0.092041015625,1.465648854961832,1.4961832061068703,-5.099236641221374,34030,691,-7,-13.776380800206649,19614.551540400236,-0.009198,False,,False,,,,,30
199.125,11.65874063299998,-0.89501953125,0.28857421875,0.108642578125,1.9541984732824427,-1.7099236641221374,-6.198473282442748,34199,745,9,-13.358625673253524,19615.059877563854,0.011826,False,,False,,,,,30
199.125,11.660737314000016,-0.89501953125,0.28857421875,0.108642578125,1.9541984732824427,-1.7099236641221374,-6.198473282442748,34199,745,9,-13.358625673253524,19615.059877563854,0.011826,False,,False,,,,,30
199.125,11.662738697999998,-0.89501953125,0.28857421875,0.108642578125,1.9541984732824427,-1.7099236641221374,-6.198473282442748,34199,745,9,-13.358625673253524,19615.059877563854,0.011826,False,,False,,,,,30
199.13,11.664739749999967,-0.91259765625,0.32568359375,0.108154296875,0.9465648854961831,-4.0,-5.679389312977099,34375,774,0,-12.923567079503524,19616.16365445805,0.0,False,,False,,,,,30
199.13,11.666743467999936,-0.91259765625,0.32568359375,0.108154296875,0.9465648854961831,-4.0,-5.679389312977099,34375,774,0,-12.923567079503524,19616.16365445805,0.0,False,,False,,,,,30
199.135,11.668744018999973,-0.954833984375,0.353759765625,0.117431640625,-2.2900763358778624,-5.9541984732824424,-5.312977099236641,34556,795,-1,-12.476148866612899,19617.80901909313,-0.001314,False,,False,,,,,30
199.135,11.670747181000024,-0.954833984375,0.353759765625,0.117431640625,-2.2900763358778624,-5.9541984732824424,-5.312977099236641,34556,795,-1,-12.476148866612899,19617.80901909313,-0.001314,False,,False,,,,,30
199.135,11.672747918000027,-0.954833984375,0.353759765625,0.117431640625,-2.2900763358778624,-5.9541984732824424,-5.312977099236641,34556,795,-1,-12.476148866612899,19617.80901909313,-0.001314,False,,False,,,,,30
199.14000000000001,11.674747061999938,-0.980224609375,0.425537109375,0.107421875,-6.229007633587786,-8.427480916030534,-3.5114503816793894,34738,797,2,-12.026258729894149,19619.916184175283,0.002628,False,,False,,,,,29
