Timestamp,Counter Value
0.0009073750002244196,0
0.010263096000016958,0
0.015411921000122675,0
0.020535432000087894,0
0.02562931300008131,0
0.030714639000052557,0
0.03581022500020481,0
0.040947550000055344,0
0.04604243199992197,0
0.051126553999893076,0
0.05621491700003389,0
0.06129744700001538,0
0.06638692200021978,0
0.07146795200014822,0
0.0765538519999609,0
0.08163675200012221,0
0.08673470800022187,0
0.09188697799982037,0
0.0969876919998569,0
0.10213914699988891,0
0.10726339900020321,0
0.1123649649998697,0
0.11745282899983067,0
0.12253985899997133,0
0.12765329500007283,0
0.1327400850000231,0
0.13782255900014206,0
0.14290794099997584,0
0.14799432300014814,0
0.15308996300018407,0
0.15817710400006035,0
0.16328920800015112,0
0.16844053300019368,0
0.17358880300025703,0
0.17867685100009112,0
0.1837658439999359,0
0.18884926300006555,0
0.19393531100013206,0
0.1990193410001666,0
0.20410616800018033,0
0.20919034600001396,0
0.21428650500001822,0
0.21936907200006317,0
0.22445493500026714,0
0.22953711299987845,0
0.23462129100016682,0
0.23970276599993667,0
0.24478764800005592,0
0.24986897400003727,0
0.2549628560000201,0
0.2600465890000123,0
0.26513110099995174,0
0.2702133530001447,0
0.2752954010002213,0
0.28037602399990647,0
0.28546210900003643,0
0.2905489539998598,0
0.29563266900004237,0
0.3007131809999919,0
0.30579728500015335,0
0.310879666999881,0
0.31596499299985226,0
0.32104822700011937,0
0.3261322379999001,0
0.33121373099993434,0
0.33629431600002135,0
0.3413763459998336,0
0.3464611539998259,0
0.3515489430001253,0
0.3566792130000067,0
0.36178707599992777,0
0.36688101300023845,0
0.37196646900019914,0
0.3770502030001808,0
0.3821344920002048,0
0.3872173180002392,0
0.3923018300001786,0
0.3973849520002659,0
0.40246962999981406,0
0.40755262299990136,0
0.4126382829999784,0
0.4177301280001302,0
0.4228155649998371,0
0.42789735399992423,0
0.4329809949999799,0
0.4380621919999612,0
0.44314761099985844,0
0.4482296410001254,0
0.4533135219999167,0
0.4583960519998982,0
0.4634801749998587,0
0.4685627789999671,0
0.4736645680000038,0
0.4787750599998617,0
0.483860998000182,0
0.4889433610001106,0
0.4940272429998913,0
0.4991082540000207,0
0.5041937659998439,0
0.5092762029998994,0
0.5143751219998194,0
0.5194756330001837,0
0.5245617549999224,0
0.5296446560000732,0
0.5347289629999068,0
0.5398113450000892,0
0.5448954680000497,0
0.5499778680000418,0
0.5550616760001503,0
0.5601450019998993,0
0.5652302359999339,0
0.570312857999852,0
0.5753965180001614,0
0.5804788999998891,0
0.5855698179998399,0
0.5907025699998485,0
0.5958355620000475,0
0.6009252960002414,0
0.6060110660000646,0
0.611095041000226,0
0.6161937560000297,0
0.6212751930002014,0
0.6263621120001517,0
0.6314431229998263,0
0.6365633380000872,0
0.6416442009999628,0
0.6467092309999316,0
0.6517951870000616,0
0.6568768840002122,0
0.6619612469999083,0
0.6670443699999851,0
0.6721288809999351,0
0.6772117810000964,0
0.6822958110001309,0
0.687378322999848,0
0.6924621859998297,0
0.6975686229998246,0
0.7027092260000245,0
0.707801014999859,0
0.7128864709998197,0
0.7179693530001714,0
0.7230532899998252,0
0.7281365799999548,0
0.7332201469998836,0
0.7383017880001717,0
0.7433857810001427,0
0.7484689590000926,0
0.7535534150001695,0
0.7586385559998234,0
0.7637664550002228,0
0.7688500409999506,0
0.7739332740002283,0
0.779016934000083,0
0.7841001679998953,0
0.7891820489999191,0
0.7942649870001333,0
0.7993463870002415,0
0.804431250000107,0
0.8095140400000673,0
0.8146114400001352,0
0.8196942660001696,0
0.8247850739999194,0
0.8298679559998163,0
0.8349514850001469,0
0.8400336640002024,0
0.8451194340000256,0
0.8502009090002502,0
0.8552994010001385,0
0.8604534669998429,0
0.8656347360001746,0
0.8707951730002605,0
0.8759226279998984,0
0.8811162299998614,0
0.8862178340000355,0
0.8913054380000176,0
0.896395171000222,0
0.9014796639999076,0
0.9065693980001015,0
0.9116548719998718,0
0.916721698999936,0
0.9218158019998555,0
0.9269026470001336,0
0.931991435999862,0
0.9371018920001006,0
0.942190311000104,0
0.9472906740002145,0
0.9524489059999723,0
0.9575744349999695,0
0.962716372000159,0
0.9678271239999958,0
0.9729981149998821,0
0.9781566249998832,0
0.9833228759998747,0
0.9884810899998229,0
0.9936475079998672,0
0.9988096840002072,0
1.0040106940000442,0
1.0092908320002607,0
1.0145754700001817,0
1.0198761259998719,0
1.0251674860001003,0
1.0304545869998947,0
1.0357929460001287,0
1.0410758620000706,0
1.0463617589998648,0
1.051629192999826,0
1.0568780909998168,0
1.0621284150001884,0
1.067311072999928,0
1.0724922310000693,0
1.0776707780000834,0
1.0828487879998647,0
1.0880460009998387,0
1.0933067139999366,0
1.0985485370001697,0
1.1037774360002004,0
1.1090026299998499,0
1.1142467869999564,0
1.1194778700000825,0
1.1246977310001967,0
1.12990137099996,0
1.1350876030001018,0
1.1402057250002144,0
1.1453313279998838,0
1.1504445800001122,0
1.155564128000151,0
1.160678991000168,0
1.1658751489999304,0
1.1710029559999384,0
1.1761219670001992,0
1.1812286439999298,0
1.1863407669998196,0
1.1914470370002164,0
1.1965646590001597,0
1.2016717810001865,0
1.2067832739999176,0
1.2118942480001351,0
1.2169996110001193,0
1.2221156959999462,0
