state_time,loop_time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,motor_angle,motor_velocity,motor_current,hip_angle,hip_angle_filtered,hip_velocity,hip_torque_from_current,did_heel_strike,gait_phase,did_toe_off,commanded_current,commanded_position,commanded_torque,commanded_voltage,temperature
15.459,0.004975825000656187,0.4609375,0.890625,0.023681640625,1.6793893129770991,1.1603053435114503,-0.7022900763358778,11898,7,8,0.0025535626646954745,0.002553562664695374,-0.006351497634762909,0.00864,False,,False,0,,0,,35
15.464,0.009977407999940624,0.46337890625,0.886962890625,0.0234375,1.7404580152671756,1.3740458015267174,-0.6412213740458015,11897,0,8,0.0050254864928204745,0.002555897870974398,-118.15804123389518,0.00864,False,,False,0,,0,,35
15.469000000000001,0.014979158000642201,0.462890625,0.888427734375,0.0283203125,1.984732824427481,1.5877862595419847,-0.42748091603053434,11898,-2,8,0.0025535626646954745,0.002562696116645728,-538.8659736270411,0.00864,False,,False,0,,0,,35
15.474,0.019980927000688098,0.46044921875,0.8876953125,0.02587890625,1.9541984732824427,1.618320610687023,-0.366412213740458,11897,-2,2,0.0050254864928204745,0.002573552246521832,-1237.9763947380454,0.00216,False,,False,0,,0,,35
15.479000000000001,0.024979103000077885,0.462646484375,0.888671875,0.025390625,2.198473282442748,1.7404580152671756,-0.42748091603053434,11897,5,0,0.0050254864928204745,0.0025904154258753523,-2059.468790649679,0.0,False,,False,0,,0,,35
15.484,0.029983502000504814,0.457763671875,0.8896484375,0.02734375,2.259541984732824,2.0763358778625953,-0.366412213740458,11896,0,0,0.0074974103209454745,0.0026173816008652276,-2893.447797038987,0.0,False,,False,0,,0,,35
15.489,0.03498425199995836,0.461181640625,0.88818359375,0.02490234375,2.4732824427480917,1.9541984732824427,-0.549618320610687,11897,0,0,0.0050254864928204745,0.002655825080098205,-3668.448618140479,0.0,False,,False,0,,0,,35
15.494,0.0399862980002581,0.457763671875,0.892333984375,0.02734375,2.717557251908397,2.015267175572519,-0.5190839694656488,11896,-8,0,0.0074974103209454745,0.0027046247463971647,-4343.375119094783,0.0,False,,False,0,,0,,35
15.499,0.0449873640000078,0.45849609375,0.8916015625,0.02783203125,2.8702290076335877,2.0763358778625953,-0.6412213740458015,11896,0,0,0.0074974103209454745,0.002765050877294265,-4899.889689402089,0.0,False,,False,0,,0,,35
15.504,0.04999059500005387,0.456787109375,0.8916015625,0.023681640625,3.0839694656488548,2.1374045801526718,-0.6717557251908397,11896,-5,1,0.0074974103209454745,0.002838221812329809,-5335.753843635411,0.00108,False,,False,0,,0,,35
15.509,0.05499097500069183,0.452392578125,0.892578125,0.02001953125,3.2671755725190836,2.015267175572519,-0.7633587786259541,11897,0,2,0.0050254864928204745,0.0029204422329501462,-5659.244049189138,0.00216,False,,False,0,,0,,35
15.514000000000001,0.05999231800069538,0.452880859375,0.89453125,0.024169921875,3.450381679389313,2.1374045801526718,-0.7938931297709924,11896,1,2,0.0074974103209454745,0.003008296816075901,-5884.675961701255,0.00216,False,,False,0,,0,,35
15.519,0.0649908460000006,0.451904296875,0.89306640625,0.026123046875,3.6030534351145036,2.4732824427480917,-0.8854961832061068,11897,2,1,0.0050254864928204745,0.003100974539710965,-6029.098382206578,0.00108,False,,False,0,,0,,35
15.524000000000001,0.06999583700053336,0.4501953125,0.8955078125,0.0234375,3.847328244274809,2.5343511450381677,-1.0076335877862594,11897,5,0,0.0050254864928204745,0.00319537990652238,-6109.973216259395,0.0,False,,False,0,,0,,35
15.529,0.07499634600026184,0.452392578125,0.895263671875,0.02490234375,3.9083969465648853,2.931297709923664,-0.732824427480916,11895,-1,0,0.009969334149070475,0.003293344495450174,-6143.574894752185,0.0,False,,False,0,,0,,35
15.534,0.07999794900024426,0.45166015625,0.8984375,0.024169921875,4.030534351145038,2.9923664122137406,-0.7633587786259541,11896,-11,0,0.0074974103209454745,0.0034012011200496356,-6144.138665226797,0.0,False,,False,0,,0,,35
15.539,0.08499831000062841,0.4560546875,0.8955078125,0.0263671875,4.213740458015267,3.3587786259541983,-0.6412213740458015,11895,-5,-1,0.009969334149070475,0.0035200363594304375,-6123.488090765556,-0.00108,False,,False,0,,0,,35
