state_time,loop_time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,motor_angle,motor_velocity,motor_current,hip_angle,hip_velocity,hip_torque_from_current,did_heel_strike,gait_phase,did_toe_off,commanded_current,commanded_position,commanded_torque,commanded_voltage,temperature
1209.387,0.004971712999804367,0.9599609375,0.29052734375,0.0234375,-5.49618320610687,2.9923664122137406,-4.0,71972,-9,-1,5.668513994853365,0.19304115650400117,-0.00108,False,,False,0,,0,,31
1209.392,0.009970444999908068,0.95703125,0.291748046875,0.02392578125,-6.076335877862595,2.4732824427480917,-4.213740458015267,71974,2,-1,5.663570147197115,-737.1138465219896,-0.00108,False,,False,0,,0,,31
1209.397,0.014971657999922172,0.95458984375,0.290283203125,0.026611328125,-6.381679389312977,2.16793893129771,-4.213740458015267,71974,5,-1,5.663570147197115,-3362.9009072694084,-0.00108,False,,False,0,,0,,31
1209.402,0.01997266699981992,0.948974609375,0.294677734375,0.026611328125,-6.717557251908397,1.8931297709923662,-4.305343511450381,71973,-2,0,5.66604207102524,-7726.2982396886,0.0,False,,False,0,,0,,31
1209.407,0.024975268999924083,0.946533203125,0.292236328125,0.02783203125,-7.145038167938931,1.9236641221374045,-4.366412213740458,71972,0,1,5.668513994853365,-12853.548061833679,0.00108,False,,False,0,,0,,31
1209.412,0.029976666999800727,0.94287109375,0.295166015625,0.028076171875,-7.938931297709924,1.6793893129770991,-4.152671755725191,71972,-10,0,5.668513994853365,-18058.806123044847,0.0,False,,False,0,,0,,31
1209.417,0.0349786019999101,0.946044921875,0.296630859375,0.02880859375,-8.15267175572519,1.1908396946564885,-4.33587786259542,71973,5,1,5.66604207102524,-22895.968273094702,0.00108,False,,False,0,,0,,31
1209.422,0.039982295999834605,0.944580078125,0.29736328125,0.028076171875,-8.48854961832061,1.3129770992366412,-4.305343511450381,71972,0,1,5.668513994853365,-27108.475490267254,0.00108,False,,False,0,,0,,31
1209.4270000000001,0.04498150899985376,0.944091796875,0.29931640625,0.0283203125,-9.16030534351145,1.099236641221374,-4.244274809160305,71973,1,0,5.66604207102524,-30581.94408700278,0.0,False,,False,0,,0,,31
1209.432,0.04998614800001633,0.9423828125,0.2958984375,0.022705078125,-9.862595419847327,1.3129770992366412,-4.2748091603053435,71972,5,0,5.668513994853365,-33302.39336942089,0.0,False,,False,0,,0,,31
1209.4370000000001,0.05498504599995613,0.940673828125,0.29833984375,0.020263671875,-10.259541984732824,1.1908396946564885,-4.305343511450381,71973,0,0,5.66604207102524,-35321.349446697204,0.0,False,,False,0,,0,,31
1209.442,0.05998627700000725,0.94189453125,0.296875,0.019775390625,-10.687022900763358,1.3740458015267174,-4.2748091603053435,71973,3,0,5.66604207102524,-36728.221974996784,0.0,False,,True,0,,0,,31
1209.4470000000001,0.06498828700000558,0.939697265625,0.294677734375,0.016357421875,-10.80916030534351,1.4351145038167938,-4.427480916030534,71972,0,0,5.668513994853365,-37629.50490767807,0.0,False,,False,0,,0,,31
1209.452,0.0699900729998717,0.939697265625,0.286865234375,0.0166015625,-11.694656488549619,1.618320610687023,-4.885496183206107,71972,-5,0,5.668513994853365,-38134.10413930842,0.0,False,,False,0,,0,,31
1209.457,0.07499163799980124,0.93505859375,0.28271484375,0.016845703125,-12.274809160305344,1.7099236641221374,-5.129770992366412,71972,-3,0,5.668513994853365,-38343.763394728354,0.0,False,,False,0,,0,,31
1209.462,0.07999290699990524,0.936279296875,0.28662109375,0.017578125,-12.885496183206106,1.7099236641221374,-5.251908396946565,71974,3,0,5.663570147197115,-38347.44957561893,0.0,False,,False,0,,0,,31
1209.467,0.08499511999980314,0.935546875,0.279296875,0.017578125,-13.221374045801527,1.83206106870229,-5.465648854961832,71973,-1,0,5.66604207102524,-38218.748413598194,0.0,False,,False,0,,0,,31
1209.472,0.08999605499980134,0.9326171875,0.280517578125,0.019287109375,-13.98473282442748,1.6793893129770991,-5.83206106870229,71974,4,0,5.663570147197115,-38015.45957770358,0.0,False,,False,0,,0,,31
1209.477,0.09499735999997938,0.93359375,0.28173828125,0.02099609375,-14.564885496183205,1.4351145038167938,-5.893129770992366,71973,8,1,5.66604207102524,-37780.65478956542,0.00108,False,,False,0,,0,,31
1209.482,0.10000253599991993,0.9365234375,0.287353515625,0.02197265625,-14.931297709923664,1.4045801526717556,-6.137404580152672,71973,4,0,5.66604207102524,-37544.489949658164,0.0,False,,False,0,,0,,31
1209.487,0.10500026699992304,0.9365234375,0.289306640625,0.020263671875,-15.511450381679388,1.4351145038167938,-6.534351145038167,71972,4,0,5.668513994853365,-37326.414848800065,0.0,False,,False,0,,0,,31
1209.492,0.11000253599991083,0.941162109375,0.295654296875,0.0205078125,-16.30534351145038,1.5572519083969465,-6.870229007633587,71973,0,0,5.66604207102524,-37137.47028669812,0.0,False,,False,0,,0,,31
1209.497,0.1150039519998245,0.942626953125,0.29296875,0.024658203125,-16.732824427480914,1.3740458015267174,-6.870229007633587,71973,3,0,5.66604207102524,-36982.40706910008,0.0,False,,False,0,,0,,31
1209.502,0.12000525799999195,0.9462890625,0.30029296875,0.024169921875,-17.068702290076335,1.4351145038167938,-7.022900763358779,71973,0,1,5.66604207102524,-36861.53046904943,0.00108,False,,False,0,,0,,31
1209.507,0.1250068409999585,0.944091796875,0.301025390625,0.026123046875,-17.64885496183206,1.1603053435114503,-7.022900763358779,71973,3,1,5.66604207102524,-36772.2800156217,0.00108,False,,False,0,,0,,31
