state_time,loop_time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,motor_angle,motor_velocity,motor_current,hip_angle,hip_angle_filtered,hip_velocity,hip_torque_from_current,did_heel_strike,gait_phase,did_toe_off,commanded_current,commanded_position,commanded_torque,commanded_voltage,temperature
514.841,0.004974514999958046,0.935546875,0.396484375,-0.072509765625,-0.6106870229007634,1.129770992366412,-5.709923664122138,1430,-188,302,16.35837257676739,-16.35837257683472,0.12275168897775128,0.32616,False,,False,0,,0,,30
514.846,0.009973382999987734,0.916259765625,0.346923828125,-0.09375,-0.21374045801526717,2.595419847328244,-3.847328244274809,1394,-155,303,16.44736183457989,-16.358372795920044,-79.0822970977277,0.32724000000000003,False,,False,0,,0,,30
514.851,0.014978564999978516,0.958740234375,0.3740234375,-0.0693359375,0.9465648854961831,2.229007633587786,-4.641221374045801,1358,-143,275,16.53635109239239,-16.358373890373308,-362.04110881854035,0.29700000000000004,False,,False,0,,0,,30
514.856,0.019976581000037186,0.96533203125,0.364990234375,-0.075927734375,2.0763358778625953,3.1755725190839694,-3.8167938931297707,1329,-128,223,16.608036883408015,-16.35837669004459,-832.6912077719999,0.24084,False,,False,0,,0,,30
514.861,0.024979892000033033,0.919189453125,0.369384765625,-0.080810546875,-0.5190839694656488,2.931297709923664,-4.030534351145038,1295,-150,225,16.692082293564265,-16.358381966317097,-1385.9978107014601,0.243,False,,False,0,,0,,30
514.866,0.029978833999962262,0.94677734375,0.360107421875,-0.07666015625,0.33587786259541985,3.3893129770992365,-3.480916030534351,1263,-143,229,16.771183856064265,-16.358390493215786,-1947.8573255735153,0.24732,False,,False,0,,0,,30
514.871,0.034983312999997906,0.9306640625,0.391845703125,-0.068603515625,-0.8244274809160305,2.381679389312977,-4.488549618320611,1224,-168,258,16.86758888536114,-16.358403089987956,-2469.9867122633814,0.27864,False,,False,0,,0,,30
514.876,0.039981902000022274,0.937255859375,0.401611328125,-0.053955078125,-0.6106870229007634,1.8015267175572518,-5.190839694656488,1186,-172,283,16.96152199082989,-16.358420639151813,-2924.581440747785,0.30564,False,,False,0,,0,,30
514.881,0.04498580699998911,0.899658203125,0.36669921875,-0.074462890625,-1.465648854961832,2.381679389312977,-3.969465648854962,1142,-193,340,17.07028663926739,-16.358444086207317,-3299.234325847309,0.3672,False,,False,0,,0,,30
514.886,0.049984619000042585,0.94384765625,0.399658203125,-0.052490234375,-1.2213740458015268,1.1908396946564885,-4.67175572519084,1100,-193,390,17.17410744004864,-16.35847442717624,-3592.429863142426,0.4212,False,,False,0,,0,,30
514.891,0.05498833800004377,0.9189453125,0.34814453125,-0.072509765625,0.061068702290076333,2.748091603053435,-2.381679389312977,1059,-172,382,17.275456317001765,-16.358512659682777,-3809.8192635979462,0.41256,False,,False,0,,0,,30
514.896,0.05998768699998891,0.913818359375,0.3466796875,-0.074462890625,-0.2748091603053435,2.564885496183206,-2.4427480916030535,1018,-183,362,17.37680519395489,-16.35855975250811,-3961.166354040568,0.39096,False,,False,0,,0,,30
514.9010000000001,0.0649933869999586,0.943359375,0.389404296875,-0.060546875,-1.465648854961832,0.9770992366412213,-3.5725190839694654,974,-198,380,17.48556984239239,-16.35861668222293,-4057.9790137800246,0.4104,False,,False,0,,0,,30
514.9060000000001,0.06999127300002783,0.921875,0.34033203125,-0.079345703125,-0.549618320610687,2.6564885496183206,-1.4961832061068703,932,-181,370,17.58939064317364,-16.358684445314708,-4111.998920722032,0.3996,False,,False,0,,0,,30
514.9110000000001,0.07499736299996584,0.947021484375,0.3681640625,-0.065185546875,-0.3053435114503817,1.4961832061068703,-1.6793893129770991,896,-161,332,17.67837990098614,-16.358763991146855,-4134.3035260558845,0.35856,False,,False,0,,0,,30
514.916,0.07999411900004816,0.9560546875,0.359130859375,-0.0693359375,-0.030534351145038167,1.7709923664122136,-1.4961832061068703,861,-159,314,17.764897234970515,-16.35885617347264,-4134.624601404114,0.33912,False,,False,0,,0,,30
514.921,0.08500076400002854,0.91748046875,0.330078125,-0.090576171875,-0.9770992366412213,2.6564885496183206,0.2748091603053435,825,-159,323,17.853886492783015,-16.35896179953624,-4120.890215259603,0.34884000000000004,False,,False,0,,0,,30
514.926,0.08999798399997871,0.947021484375,0.3544921875,-0.068359375,-0.6106870229007634,1.7404580152671756,-1.129770992366412,786,-169,311,17.95029152207989,-16.35908169721374,-4099.204952419665,0.33588,False,,False,0,,0,,30
514.931,0.09500101800006178,0.908203125,0.338134765625,-0.085693359375,-1.83206106870229,1.8931297709923662,-0.21374045801526717,749,-166,314,18.041752703720515,-16.359216720999193,-4074.1127902762037,0.33912,False,,False,0,,0,,30
514.936,0.10021397599996362,0.911376953125,0.3369140625,-0.08203125,-2.6564885496183206,1.1603053435114503,-0.7938931297709924,706,-197,338,18.14804542832989,-16.35936775187822,-4048.8017037350287,0.36504,False,,False,0,,0,,30
514.941,0.10521091800001159,0.9375,0.33984375,-0.080810546875,-2.2900763358778624,0.916030534351145,-1.7099236641221374,660,-203,355,18.26175392442364,-16.35953574588751,-4025.2544610802897,0.38339999999999996,False,,False,0,,0,,30
514.946,0.11020984100002806,0.92578125,0.3125,-0.0849609375,-2.5038167938931295,1.129770992366412,0.061068702290076333,616,-182,351,18.37051857286114,-16.359721715515605,-4004.630804844292,0.37908,False,,False,0,,0,,30
514.951,0.11523572600003718,0.958251953125,0.3271484375,-0.07958984375,-1.8015267175572518,0.6412213740458015,-0.8244274809160305,573,-188,338,18.476811297470515,-16.35992665641424,-3987.5588227843855,0.36504,False,,False,0,,0,,30
