state_time,loop_time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,motor_angle,motor_velocity,motor_current,hip_zero_position,hip_angle,hip_velocity,hip_torque_from_current,did_heel_strike,gait_phase,did_toe_off,commanded_current,commanded_position,commanded_torque,commanded_voltage,temperature
0,1.6395704990000013,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.641577925999627,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.643600888999572,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.6455793349996384,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.6475808550003421,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.6495800590000727,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.6515801340001417,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.6535818579995976,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.6555838029998995,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.6575844890003282,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.6597530239996559,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.6617556920000425,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.6637556929999846,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.6659846900001867,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.6679868199998964,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.6700950049998937,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.672096856999815,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.6741000809997786,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.6761375810001482,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.6781394520003232,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.6801491939995685,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.6821522500003994,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.68415252900013,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.6861539749997974,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.688155345999803,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.6933253079996575,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.6955527310001344,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.697555490999548,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,1.699555899999723,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
