state_time,loop_time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,motor_angle,motor_velocity,motor_current,hip_zero_position,hip_angle,hip_velocity,hip_torque_from_current,did_heel_strike,gait_phase,did_toe_off,commanded_current,commanded_position,commanded_torque,commanded_voltage,temperature
0,0.0020123499998589978,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.003992164000010234,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.00599393999982567,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.007999123999979929,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.010001325999837718,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.012640571999327221,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.014641236999523244,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.016643994999867573,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.018646011999408074,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.02126653599952988,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.023947280999891518,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.0259473349997279,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.027948259999902803,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.029951517999506905,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.032571800999903644,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.03528332299993053,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.03787594000004901,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.04050133399960032,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.04297578599926055,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.04497591499966802,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.046973042999525205,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.04897844900006021,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.05098128099962196,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.052981556999839086,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.05498038899986568,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.05700888699993811,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.058988071999920066,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.06098988499979896,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.06711906399959844,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.06911321099960333,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.07111374599935516,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.07311609699991095,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.07511720699949365,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.07711790899975313,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.07911820399931457,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.08111770300001808,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.0831200529992202,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.08512484799939557,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.0871617349994267,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.08916149299966492,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.09121295299974008,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.09320824799942784,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.09518548799951532,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.0971875799996269,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.0991887999998653,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.1011903179996807,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.1031923349992212,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.10519459299939626,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.1071957209996981,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.1091979969996828,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.11119932899964624,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.11320023499956733,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.11520054899938259,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.1172032879994731,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.11920424999971146,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.12120276699988608,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.12325443099962285,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.1252536339998187,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.12725585399948613,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.12928694499987614,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.13125638899964542,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.1332629429998633,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.13526351600012276,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.1372614590000012,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.13926330899994355,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.14848374299981515,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.15049870499933604,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.15246770399971865,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.15447194299940747,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.15647053499924368,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.15847519999988435,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.16047403199991095,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.16247767899949395,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.1644799179994152,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
0,0.16647821300011856,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,False,,,,,
