state_time,loop_time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,motor_angle,motor_velocity,motor_current,hip_angle,hip_angle_filtered,hip_velocity,hip_torque_from_current,did_heel_strike,gait_phase,did_toe_off,commanded_current,commanded_position,commanded_torque,commanded_voltage,temperature
1265.587,0.004976146999979392,0.4453125,0.89599609375,-0.00390625,0.15267175572519084,0.42748091603053434,-0.4580152671755725,27302,-2,0,1.0998909027866959,1.0998909027866526,0.3774023175431553,0.0,False,,False,0,,0,,32
1265.592,0.009977644999935364,0.44775390625,0.894287109375,-0.005126953125,-0.030534351145038167,0.2748091603053435,-0.42748091603053434,27302,0,0,1.0998909027866959,1.099890902786653,-275.253955942631,0.0,False,,False,0,,0,,32
1265.597,0.01497623599993858,0.451904296875,0.893798828125,-0.001220703125,0.0,0.3969465648854962,-0.549618320610687,27303,3,0,1.0974189789585709,1.099888567580375,-1256.4167080379912,0.0,False,,False,0,,0,,32
1265.602,0.019977160000053118,0.45556640625,0.89501953125,-0.004150390625,-0.183206106870229,0.0916030534351145,-0.5190839694656488,27302,-2,0,1.0998909027866959,1.0998817693347045,-2886.75258257571,0.0,False,,False,0,,0,,32
1265.607,0.024978379999993194,0.454345703125,0.894775390625,-0.005615234375,-0.15267175572519084,0.030534351145038167,-0.42748091603053434,27302,3,-1,1.0998909027866959,1.0998732484111085,-4802.4462543943555,-0.00108,False,,False,0,,0,,32
1265.612,0.02998365600001307,0.45849609375,0.89599609375,-0.0029296875,-0.21374045801526717,0.030534351145038167,-0.3053435114503817,27302,0,-1,1.0998909027866959,1.0998655186837067,-6747.26028311512,-0.00108,False,,False,0,,0,,32
1265.617,0.03498250600000574,0.457763671875,0.89501953125,-0.003173828125,-0.12213740458015267,-0.061068702290076333,-0.33587786259541985,27302,5,0,1.0998909027866959,1.099858542090545,-8554.526982061,0.0,False,,False,0,,0,,32
1265.622,0.03998654099996202,0.45458984375,0.892822265625,-0.003662109375,-0.33587786259541985,-0.183206106870229,-0.2748091603053435,27303,4,2,1.0974189789585709,1.0998499457536564,-10128.403427262201,0.00216,False,,False,0,,0,,32
1265.627,0.0449873170000501,0.4541015625,0.889892578125,-0.006103515625,-0.48854961832061067,-0.24427480916030533,-0.3053435114503817,27302,-2,0,1.0998909027866959,1.0998375646676777,-11426.1597302491,0.0,False,,False,0,,0,,32
1265.632,0.049985981999952855,0.453857421875,0.888427734375,-0.004150390625,-0.3969465648854962,-0.5801526717557252,-0.366412213740458,27302,0,-2,1.0998909027866959,1.0998241026192634,-12442.55284053365,-0.00216,False,,False,0,,0,,32
1265.637,0.0549876459999723,0.455078125,0.88720703125,-0.0048828125,-0.6106870229007634,-0.5801526717557252,-0.4580152671755725,27302,3,0,1.0998909027866959,1.0998120375925708,-13196.8428568626,0.0,False,,False,0,,0,,32
1265.642,0.059989867000012964,0.452880859375,0.888671875,-0.00390625,-0.4580152671755725,-0.8854961832061068,-0.3053435114503817,27303,5,-1,1.0974189789585709,1.0997989611916446,-13722.45778001596,-0.00108,False,,False,0,,0,,32
1265.647,0.06499116100007996,0.45166015625,0.88916015625,-0.003662109375,-0.5190839694656488,-0.916030534351145,-0.3053435114503817,27302,0,0,1.0998909027866959,1.0997826736141325,-14059.187113854921,0.0,False,,False,0,,0,,32
1265.652,0.06999240000004647,0.4521484375,0.890869140625,-0.003173828125,-0.7022900763358778,-1.0381679389312977,-0.183206106870229,27303,3,-1,1.0974189789585709,1.0997635094346099,-14247.713822329482,-0.00108,False,,False,0,,0,,32
1265.657,0.07499408300009236,0.455322265625,0.889892578125,-0.00537109375,-0.7938931297709924,-1.1908396946564885,-0.183206106870229,27303,7,0,1.0974189789585709,1.0997394504444584,-14326.055474772747,0.0,False,,False,0,,0,,32
1265.662,0.07999589599990031,0.449951171875,0.890869140625,-0.003173828125,-0.7938931297709924,-1.3740458015267174,-0.183206106870229,27302,-5,0,1.0998909027866959,1.099711003734193,-14327.426386969715,0.0,False,,False,0,,0,,32
1265.667,0.0849973570000202,0.45263671875,0.887451171875,-0.003173828125,-0.9770992366412213,-1.5267175572519083,-0.0916030534351145,27302,-3,1,1.0998909027866959,1.0996833202721121,-14279.302008581106,0.00108,False,,False,0,,0,,32
1265.672,0.08999909599992861,0.449951171875,0.89599609375,-0.00439453125,-0.8244274809160305,-1.83206106870229,0.061068702290076333,27303,4,2,1.0974189789585709,1.0996564397730393,-14203.3196052037,0.00216,False,,False,0,,0,,32
1265.6770000000001,0.09500139000010677,0.451416015625,0.89453125,-0.00390625,-1.0687022900763359,-1.6793893129770991,0.12213740458015267,27303,4,0,1.0974189789585709,1.09962572512831,-14115.59420199381,0.0,False,,False,0,,0,,32
1265.682,0.10000240699991991,0.45166015625,0.8955078125,-0.004638671875,-1.0381679389312977,-1.9236641221374045,0.0916030534351145,27302,3,-1,1.0998909027866959,1.0995916183964551,-14027.36483532772,-0.00108,False,,False,0,,0,,32
1265.6870000000001,0.10500407199992878,0.454345703125,0.893310546875,-0.003173828125,-1.2213740458015268,-1.8625954198473282,0.21374045801526717,27300,-6,-2,1.1048347504429459,1.099563877693373,-13945.860305793507,-0.00216,False,,False,0,,0,,32
1265.692,0.11000684800001181,0.44873046875,0.89404296875,-0.003662109375,-1.099236641221374,-2.045801526717557,0.42748091603053434,27303,1,0,1.0974189789585709,1.099546736991003,-13875.236159764061,0.0,False,,False,0,,0,,32
